"","Date","Ticker","Name","Sector"
"81",1969-04-01,"CSX","CSX","Industrials"
"82",1969-04-01,"CMI","Cummins","Industrials"
"83",1969-04-01,"CVS","CVS Health","Health Care"
"84",1969-04-01,"DHI","D.R. Horton","Consumer Discretionary"
"85",1969-04-01,"DHR","Danaher Corporation","Health Care"
"86",1969-04-01,"DRI","Darden Restaurants","Consumer Discretionary"
"87",1969-04-01,"DVA","DaVita Inc.","Health Care"
"88",1969-04-01,"DE","John Deere","Industrials"
"89",1969-04-01,"XRAY","Dentsply Sirona","Health Care"
"90",1969-04-01,"DVN","Devon Energy","Energy"
"91",1969-04-01,"DIS","Disney","Communication Services"
"92",1969-04-01,"D","Dominion Energy","Utilities"
"93",1969-04-01,"DOV","Dover Corporation","Industrials"
"94",1969-04-01,"DTE","DTE Energy","Utilities"
"95",1969-04-01,"DUK","Duke Energy","Utilities"
"96",1969-04-01,"EMN","Eastman Chemical Company","Materials"
"97",1969-04-01,"ETN","Eaton Corporation","Industrials"
"98",1969-04-01,"EBAY","eBay","Consumer Discretionary"
"99",1969-04-01,"ECL","Ecolab","Materials"
"100",1969-04-01,"EIX","Edison International","Utilities"
"101",1969-04-01,"EA","Electronic Arts","Communication Services"
"102",1969-04-01,"ELV","Elevance Health","Health Care"
"103",1969-04-01,"LLY","Eli Lilly and Company","Health Care"
"104",1969-04-01,"EMR","Emerson Electric","Industrials"
"105",1969-04-01,"ETR","Entergy","Utilities"
"106",1969-04-01,"EOG","EOG Resources","Energy"
"107",1969-04-01,"EFX","Equifax","Industrials"
"108",1969-04-01,"EQR","Equity Residential","Real Estate"
"109",1969-04-01,"EL","The Estée Lauder Companies","Consumer Staples"
"110",1969-04-01,"ES","Eversource","Utilities"
"111",1969-04-01,"EXC","Exelon","Utilities"
"112",1969-04-01,"EXPD","Expeditors International","Industrials"
"113",1969-04-01,"XOM","ExxonMobil","Energy"
"114",1969-04-01,"FDX","FedEx","Industrials"
"115",1969-04-01,"FITB","Fifth Third Bank","Financials"
"116",1969-04-01,"FE","FirstEnergy","Utilities"
"117",1969-04-01,"FIS","FIS","Information Technology"
"118",1969-04-01,"FISV","Fiserv","Information Technology"
"119",1969-04-01,"F","Ford Motor Company","Consumer Discretionary"
"120",1969-04-01,"BEN","Franklin Templeton","Financials"
"121",1969-04-01,"FCX","Freeport-McMoRan","Materials"
"122",1969-04-01,"GD","General Dynamics","Industrials"
"123",1969-04-01,"GE","General Electric","Industrials"
"124",1969-04-01,"GIS","General Mills","Consumer Staples"
"125",1969-04-01,"GPC","Genuine Parts Company","Consumer Discretionary"
"126",1969-04-01,"GILD","Gilead Sciences","Health Care"
"127",1969-04-01,"GL","Globe Life","Financials"
"128",1969-04-01,"GS","Goldman Sachs","Financials"
"129",1969-04-01,"HAL","Halliburton","Energy"
"130",1969-04-01,"HIG","Hartford (The)","Financials"
"131",1969-04-01,"HAS","Hasbro","Consumer Discretionary"
"132",1969-04-01,"PEAK","Healthpeak","Real Estate"
"133",1969-04-01,"HSY","Hershey's","Consumer Staples"
"134",1969-04-01,"HES","Hess Corporation","Energy"
"135",1969-04-01,"HD","The Home Depot","Consumer Discretionary"
"136",1969-04-01,"HON","Honeywell","Industrials"
"137",1969-04-01,"HST","Host Hotels & Resorts","Real Estate"
"138",1969-04-01,"HPQ","HP Inc.","Information Technology"
"139",1969-04-01,"HUM","Humana","Health Care"
"140",1969-04-01,"HBAN","Huntington Bancshares","Financials"
"141",1969-04-01,"IBM","IBM","Information Technology"
"142",1969-04-01,"ITW","Illinois Tool Works","Industrials"
"143",1969-04-01,"INTC","Intel","Information Technology"
"144",1969-04-01,"IP","International Paper","Materials"
"145",1969-04-01,"IPG","The Interpublic Group of Companies","Communication Services"
"146",1969-04-01,"IFF","International Flavors & Fragrances","Materials"
"147",1969-04-01,"ISRG","Intuitive Surgical","Health Care"
"148",1969-04-01,"IVZ","Invesco","Financials"
"149",1969-04-01,"IQV","IQVIA","Health Care"
"150",1969-04-01,"IRM","Iron Mountain","Real Estate"
"151",1969-04-01,"J","Jacobs Engineering Group","Industrials"
"152",1969-04-01,"JNJ","Johnson & Johnson","Health Care"
"153",1969-04-01,"JCI","Johnson Controls","Industrials"
"154",1969-04-01,"JPM","JPMorgan Chase","Financials"
"155",1969-04-01,"K","Kellogg's","Consumer Staples"
"156",1969-04-01,"KEY","KeyCorp","Financials"
"157",1969-04-01,"KMB","Kimberly-Clark","Consumer Staples"
"158",1969-04-01,"KIM","Kimco Realty","Real Estate"
"159",1969-04-01,"KLAC","KLA Corporation","Information Technology"
"160",1969-04-01,"KR","Kroger","Consumer Staples"
"161",1969-04-01,"LHX","L3Harris","Industrials"
"162",1969-04-01,"LH","LabCorp","Health Care"
"163",1969-04-01,"LEN","Lennar","Consumer Discretionary"
"164",1969-04-01,"LNC","Lincoln Financial","Financials"
"165",1969-04-01,"LIN","Linde plc","Materials"
"166",1969-04-01,"LMT","Lockheed Martin","Industrials"
"167",1969-04-01,"L","Loews Corporation","Financials"
"168",1969-04-01,"LOW","Lowe's","Consumer Discretionary"
"169",1969-04-01,"LUMN","Lumen Technologies","Communication Services"
"170",1969-04-01,"MTB","M&T Bank","Financials"
"171",1969-04-01,"MRO","Marathon Oil","Energy"
"172",1969-04-01,"MAR","Marriott International","Consumer Discretionary"
"173",1969-04-01,"MMC","Marsh McLennan","Financials"
"174",1969-04-01,"MAS","Masco","Industrials"
"175",1969-04-01,"MA","Mastercard","Information Technology"
"176",1969-04-01,"MKC","McCormick & Company","Consumer Staples"
"177",1969-04-01,"MCD","McDonald's","Consumer Discretionary"
"178",1969-04-01,"MCK","McKesson","Health Care"
"179",1969-04-01,"MDT","Medtronic","Health Care"
"180",1969-04-01,"MRK","Merck & Co.","Health Care"
"181",1969-04-01,"META","Meta Platforms","Communication Services"
"182",1969-04-01,"MET","MetLife","Financials"
"183",1969-04-01,"MCHP","Microchip Technology","Information Technology"
"184",1969-04-01,"MU","Micron Technology","Information Technology"
"185",1969-04-01,"MSFT","Microsoft","Information Technology"
"186",1969-04-01,"TAP","Molson Coors Beverage Company","Consumer Staples"
"187",1969-04-01,"MDLZ","Mondelez International","Consumer Staples"
"188",1969-04-01,"MCO","Moody's Corporation","Financials"
"189",1969-04-01,"MS","Morgan Stanley","Financials"
"190",1969-04-01,"MSI","Motorola Solutions","Information Technology"
"191",1969-04-01,"NDAQ","Nasdaq, Inc.","Financials"
"192",1969-04-01,"NTAP","NetApp","Information Technology"
"193",1969-04-01,"NWL","Newell Brands","Consumer Discretionary"
"194",1969-04-01,"NEM","Newmont","Materials"
"195",1969-04-01,"NWSA","News Corp (Class A)","Communication Services"
"196",1969-04-01,"NEE","NextEra Energy","Utilities"
"197",1969-04-01,"NKE","Nike, Inc.","Consumer Discretionary"
"198",1969-04-01,"NI","NiSource","Utilities"
"199",1969-04-01,"NSC","Norfolk Southern Railway","Industrials"
"200",1969-04-01,"NTRS","Northern Trust","Financials"
"201",1969-04-01,"NOC","Northrop Grumman","Industrials"
"202",1969-04-01,"NLOK","NortonLifeLock","Information Technology"
"203",1969-04-01,"NRG","NRG Energy","Utilities"
"204",1969-04-01,"NUE","Nucor","Materials"
"205",1969-04-01,"NVDA","Nvidia","Information Technology"
"206",1969-04-01,"ORLY","O'Reilly Auto Parts","Consumer Discretionary"
"207",1969-04-01,"OXY","Occidental Petroleum","Energy"
"208",1969-04-01,"OMC","Omnicom Group","Communication Services"
"209",1969-04-01,"OKE","Oneok","Energy"
"210",1969-04-01,"ORCL","Oracle Corporation","Information Technology"
"211",1969-04-01,"PCAR","Paccar","Industrials"
"212",1969-04-01,"PARA","Paramount Global","Communication Services"
"213",1969-04-01,"PH","Parker Hannifin","Industrials"
"214",1969-04-01,"PAYX","Paychex","Information Technology"
"215",1969-04-01,"PEP","PepsiCo","Consumer Staples"
"216",1969-04-01,"PKI","PerkinElmer","Health Care"
"217",1969-04-01,"PFE","Pfizer","Health Care"
"218",1969-04-01,"PM","Philip Morris International","Consumer Staples"
"219",1969-04-01,"PNW","Pinnacle West","Utilities"
"220",1969-04-01,"PXD","Pioneer Natural Resources","Energy"
"221",1969-04-01,"PNC","PNC Financial Services","Financials"
"222",1969-04-01,"PPG","PPG Industries","Materials"
"223",1969-04-01,"PPL","PPL Corporation","Utilities"
"224",1969-04-01,"PFG","Principal Financial Group","Financials"
"225",1969-04-01,"PG","Procter & Gamble","Consumer Staples"
"226",1969-04-01,"PGR","Progressive Corporation","Financials"
"227",1969-04-01,"PLD","Prologis","Real Estate"
"228",1969-04-01,"PRU","Prudential Financial","Financials"
"229",1969-04-01,"PEG","Public Service Enterprise Group","Utilities"
"230",1969-04-01,"PSA","Public Storage","Real Estate"
"231",1969-04-01,"PHM","PulteGroup","Consumer Discretionary"
"232",1969-04-01,"PWR","Quanta Services","Industrials"
"233",1969-04-01,"QCOM","Qualcomm","Information Technology"
"234",1969-04-01,"DGX","Quest Diagnostics","Health Care"
"235",1969-04-01,"RL","Ralph Lauren Corporation","Consumer Discretionary"
"236",1969-04-01,"RTX","Raytheon Technologies","Industrials"
"237",1969-04-01,"RF","Regions Financial Corporation","Financials"
"238",1969-04-01,"RSG","Republic Services","Industrials"
"239",1969-04-01,"RHI","Robert Half","Industrials"
"240",1969-04-01,"ROK","Rockwell Automation","Industrials"
"241",1969-04-01,"ROP","Roper Technologies","Industrials"
"242",1969-04-01,"SPGI","S&P Global","Financials"
"243",1969-04-01,"SLB","Schlumberger","Energy"
"244",1969-04-01,"SEE","Sealed Air","Materials"
"245",1969-04-01,"SRE","Sempra Energy","Utilities"
"246",1969-04-01,"SHW","Sherwin-Williams","Materials"
"247",1969-04-01,"SPG","Simon Property Group","Real Estate"
"248",1969-04-01,"SJM","The J.M. Smucker Company","Consumer Staples"
"249",1969-04-01,"SNA","Snap-on","Industrials"
"250",1969-04-01,"SO","Southern Company","Utilities"
"251",1969-04-01,"LUV","Southwest Airlines","Industrials"
"252",1969-04-01,"SWK","Stanley Black & Decker","Industrials"
"253",1969-04-01,"STT","State Street Corporation","Financials"
"254",1969-04-01,"SYK","Stryker Corporation","Health Care"
"255",1969-04-01,"SYY","Sysco","Consumer Staples"
"256",1969-04-01,"TROW","T. Rowe Price","Financials"
"257",1969-04-01,"TPR","Tapestry, Inc.","Consumer Discretionary"
"258",1969-04-01,"TGT","Target Corporation","Consumer Discretionary"
"259",1969-04-01,"TXN","Texas Instruments","Information Technology"
"260",1969-04-01,"TXT","Textron","Industrials"
"261",1969-04-01,"TMO","Thermo Fisher Scientific","Health Care"
"262",1969-04-01,"TJX","TJX Companies","Consumer Discretionary"
"263",1969-04-01,"TT","Trane Technologies","Industrials"
"264",1969-04-01,"TRV","The Travelers Companies","Financials"
"265",1969-04-01,"TFC","Truist","Financials"
"266",1969-04-01,"TSN","Tyson Foods","Consumer Staples"
"267",1969-04-01,"USB","U.S. Bank","Financials"
"268",1969-04-01,"UNP","Union Pacific Corporation","Industrials"
"269",1969-04-01,"UPS","United Parcel Service","Industrials"
"270",1969-04-01,"UNH","UnitedHealth Group","Health Care"
"271",1969-04-01,"VLO","Valero Energy","Energy"
"272",1969-04-01,"VRSN","Verisign","Information Technology"
"273",1969-04-01,"VZ","Verizon","Communication Services"
"274",1969-04-01,"VFC","VF Corporation","Consumer Discretionary"
"275",1969-04-01,"VTRS","Viatris","Health Care"
"276",1969-04-01,"VNO","Vornado Realty Trust","Real Estate"
"277",1969-04-01,"VMC","Vulcan Materials Company","Materials"
"278",1969-04-01,"WBA","Walgreens Boots Alliance","Consumer Staples"
"279",1969-04-01,"WMT","Walmart","Consumer Staples"
"280",1969-04-01,"WBD","Warner Bros. Discovery","Communication Services"
"281",1969-04-01,"WM","Waste Management","Industrials"
"282",1969-04-01,"WAT","Waters Corporation","Health Care"
"283",1969-04-01,"WEC","WEC Energy Group","Utilities"
"284",1969-04-01,"WFC","Wells Fargo","Financials"
"285",1969-04-01,"WELL","Welltower","Real Estate"
"286",1969-04-01,"WDC","Western Digital","Information Technology"
"287",1969-04-01,"WRK","WestRock","Materials"
"288",1969-04-01,"WY","Weyerhaeuser","Real Estate"
"289",1969-04-01,"WHR","Whirlpool Corporation","Consumer Discretionary"
"290",1969-04-01,"WMB","Williams Companies","Energy"
"291",1969-04-01,"WTW","Willis Towers Watson","Financials"
"292",1969-04-01,"GWW","W. W. Grainger","Industrials"
"293",1969-04-01,"WYNN","Wynn Resorts","Consumer Discretionary"
"294",1969-04-01,"XEL","Xcel Energy","Utilities"
"295",1969-04-01,"YUM","Yum! Brands","Consumer Discretionary"
"296",1969-04-01,"ZBH","Zimmer Biomet","Health Care"
"297",1969-04-01,"ZION","Zions Bancorporation","Financials"
"298",1969-04-01,"UA/UAA","Under Armour",NA
"299",1969-04-01,"PBCT","People's United Financial",NA
"300",1969-04-01,"XLNX","Xilinx",NA
"301",1969-04-01,"GPS","Gap Inc.",NA
"302",1969-04-01,"LEG","Leggett & Platt",NA
"303",1969-04-01,"WU","Western Union",NA
"304",1969-04-01,"UNM","Unum",NA
"305",1969-04-01,"NOV","Nov",NA
"306",1969-04-01,"FLIR","FLIR Systems",NA
"307",1969-04-01,"VAR","Varian Medical Systems",NA
"308",1969-04-01,"FLS","Flowserve",NA
"309",1969-04-01,"XRX","Xerox",NA
"310",1969-04-01,"TIF","Tiffany & Co",NA
"311",1969-04-01,"AIV","Apartment Investment & Management",NA
"312",1969-04-01,"NBL","Noble Energy",NA
"313",1969-04-01,"ETFC","E-Trade",NA
"314",1969-04-01,"HRB","H&R Block",NA
"315",1969-04-01,"KSS","Kohl's",NA
"316",1969-04-01,"HOG","Harley-Davidson",NA
"317",1969-04-01,"JWN","Nordstrom",NA
"318",1969-04-01,"CPRI","Capri Holdings",NA
"319",1969-04-01,"AGN","Allergan",NA
"320",1969-04-01,"M","Macy's",NA
"321",1969-04-01,"RTN","Raytheon Company",NA
"322",1969-04-01,"STI","SunTrust Banks",NA
"323",1969-04-01,"VIAB","Viacom",NA
"324",1969-04-01,"CELG","Celgene",NA
"325",1969-04-01,"JEF","Jefferies Financial Group",NA
"326",1969-04-01,"TSS","TSYS",NA
"327",1969-04-01,"APC","Anadarko Petroleum",NA
"328",1969-04-01,"RHT","Red Hat",NA
"329",1969-04-01,"LLL","L3 Technologies",NA
"330",1969-04-01,"MAT","Mattel",NA
"331",1969-04-01,"FLR","Fluor Corporation",NA
"332",1969-04-01,"GT","The Goodyear Tire & Rubber Company",NA
"333",1969-04-01,"PCG","Pacific Gas & Electric Company",NA
"334",1969-04-01,"SCG","SCANA",NA
"335",1969-04-01,"COL","Rockwell Collins",NA
"336",1969-04-01,"AET","Aetna",NA
"337",1969-04-01,"SRCL","Stericycle",NA
"338",1969-04-01,"EQT","EQT",NA
"339",1969-04-01,"CA","CA Technologies",NA
"340",1969-04-01,"ANDV","Andeavor",NA
"341",1969-04-01,"XL","XL Group",NA
"342",1969-04-01,"DPS","Dr Pepper Snapple Group",NA
"343",1969-04-01,"TWX","Time Warner",NA
"344",1969-04-01,"MON","Monsanto",NA
"345",1969-04-01,"WYN","Wyndham Worldwide",NA
"346",1969-04-01,"PDCO","Patterson Companies",NA
"347",1969-04-01,"CHK","Chesapeake Energy",NA
"348",1969-04-01,"SNI","Scripps Networks Interactive",NA
"349",1969-04-01,"BCR","CR Bard",NA
"350",1969-04-01,"SPLS","Staples",NA
"351",1969-04-01,"DOW","Dow Chemical Company",NA
"352",1969-04-01,"DD","DuPont",NA
"353",1969-04-01,"WFM","Whole Foods Market",NA
"354",1969-04-01,"AN","AutoNation",NA
"355",1969-04-01,"BBBY","Bed Bath & Beyond",NA
"356",1969-04-01,"MUR","Murphy Oil",NA
"357",1969-04-01,"RAI","Reynolds American",NA
"358",1969-04-01,"R","Ryder System",NA
"359",1969-04-01,"TGNA","Tegna",NA
"360",1969-04-01,"DNB","Dun & Bradstreet",NA
"361",1969-04-01,"SWN","Southwestern Energy",NA
"362",1969-04-01,"URBN","Urban Outfitters",NA
"363",1969-04-01,"FTR","Frontier Communications",NA
"364",1969-04-01,"FSLR","First Solar",NA
"365",1969-04-01,"HAR","Harman International",NA
"366",1969-04-01,"LLTC","Linear Technology",NA
"367",1969-04-01,"PBI","Pitney Bowes",NA
"368",1969-04-01,"SE","Spectra Energy",NA
"369",1969-04-01,"STJ","St Jude Medical",NA
"370",1969-04-01,"LM","Legg Mason",NA
"371",1969-04-01,"AA","Alcoa Inc",NA
"372",1969-04-01,"DO","Diamond Offshore Drilling",NA
"373",1969-04-01,"HOT","Starwood",NA
"374",1969-04-01,"EMC","EMC Corporation",NA
"375",1969-04-01,"TE","TECO Energy",NA
"376",1969-04-01,"CCE","Coca-Cola Enterprises",NA
"377",1969-04-01,"TWC","Time Warner Cable",NA
"378",1969-04-01,"SNDK","SanDisk",NA
"379",1969-04-01,"THC","Tenet Healthcare",NA
"380",1969-04-01,"CAM","Cameron International",NA
"381",1969-04-01,"POM","Pepco Holdings",NA
"382",1969-04-01,"CNX","Consol Energy",NA
"383",1969-04-01,"PCL","Plum Creek Timber",NA
"384",1969-04-01,"PCP","Precision Castparts Corporation",NA
"385",1969-04-01,"BRCM","Broadcom Corporation",NA
"386",1969-04-01,"ACE","Chubb",NA
"387",1969-04-01,"ALTR","Altera",NA
"388",1969-04-01,"CSC","Computer Sciences Corporation",NA
"389",1969-04-01,"SIAL","Sigma-Aldrich",NA
"390",1969-04-01,"GNW","Genworth Financial",NA
"391",1969-04-01,"HCBK","Hudson City Bancorp",NA
"392",1969-04-01,"HSP","Hospira",NA
"393",1969-04-01,"PLL","Pall Corporation",NA
"394",1969-04-01,"DTV","DirecTV",NA
"395",1969-04-01,"NE","Noble Corporation",NA
"396",1969-04-01,"FDO","Family Dollar",NA
"397",1969-04-01,"ATI","Allegheny Technologies",NA
"398",1969-04-01,"TEG","Integrys Energy Group",NA
"399",1969-04-01,"WIN","Windstream Communications",NA
"400",1969-04-01,"AGN","Allergan",NA
"401",1969-04-01,"DNR","Denbury Resources",NA
"402",1969-04-01,"NBR","Nabors Industries",NA
"403",1969-04-01,"AVP","Avon Products",NA
"404",1969-04-01,"CFN","Carefusion",NA
"405",1969-04-01,"SWY","Safeway",NA
"406",1969-04-01,"BMS","Bemis Company",NA
"407",1969-04-01,"JBL","Jabil Circuit",NA
"408",1969-04-01,"BTU","Peabody Energy",NA
"409",1969-04-01,"GHC","Graham Holdings",NA
"410",1969-04-01,"RDC","Rowan Companies",NA
"411",1969-04-01,"X","United States Steel",NA
"412",1969-04-01,"FRX","Forest Laboratories",NA
"413",1969-04-01,"IGT","International Game Technology",NA
"414",1969-04-01,"LSI","LSI Corporation",NA
"415",1969-04-01,"BEAM","Beam Inc",NA
"416",1969-04-01,"SLM","SLM Corporation",NA
"417",1969-04-01,"LIFE","Life Technologies",NA
"418",1969-04-01,"ANF","Abercrombie & Fitch",NA
"419",1969-04-01,"TER","Teradyne",NA
"420",1969-04-01,"MOLX","Molex",NA
"421",1969-04-01,"JCP","JCPenney",NA
"422",1969-04-01,"NYX","NYSE Euronext",NA
"423",1969-04-01,"DELL","Dell",NA
"424",1969-04-01,"AMD","Advanced Micro Devices",NA
"425",1969-04-01,"BMC","BMC Software",NA
"426",1969-04-01,"S","Sprint Nextel",NA
"427",1969-04-01,"APOL","Apollo Education Group",NA
"428",1969-04-01,"FHN","First Horizon",NA
"429",1969-04-01,"HNZ","Heinz",NA
"430",1969-04-01,"DF","Dean Foods",NA
"431",1969-04-01,"CVH","Coventry Health Care",NA
"432",1969-04-01,"PCS","MetroPCS",NA
"433",1969-04-01,"BIG","Big Lots",NA
"434",1969-04-01,"FII","Federated Investors",NA
"435",1969-04-01,"TIE","Titanium Metals",NA
"436",1969-04-01,"RRD","RR Donnelley",NA
"437",1969-04-01,"SUN","Sunoco",NA
"438",1969-04-01,"LXK","Lexmark",NA
"439",1969-04-01,"DV","DeVry",NA
"440",1969-04-01,"SHLD","Sears Holdings",NA
"441",1969-04-01,"GR","Goodrich Corporation",NA
"442",1969-04-01,"PGN","Progress Energy",NA
"443",1969-04-01,"SLE","Sara Lee Corporation",NA
"444",1969-04-01,"NVLS","Novellus Systems",NA
"445",1969-04-01,"MMI","Motorola Mobility",NA
"446",1969-04-01,"EP","El Paso Corporation",NA
"447",1969-04-01,"SVU","Supervalu",NA
"448",1969-04-01,"MHS","Medco Health Solutions",NA
"449",1969-04-01,"CEG","Constellation Energy Group",NA
"450",1969-04-01,"CPWR","Compuware",NA
"451",1969-04-01,"TLAB","Tellabs",NA
"452",1969-04-01,"MWW","Monster Worldwide",NA
"453",1969-04-01,"WFR","MEMC Electronic Materials",NA
"454",1969-04-01,"GAS","Nicor Gas",NA
"455",1969-04-01,"JNS","Janus Capital Group",NA
"456",1969-04-01,"ITT","ITT",NA
"457",1969-04-01,"CEPH","Cephalon",NA
"458",1969-04-01,"NSM","National Semiconductor",NA
"459",1969-04-01,"MI","Marshall & Ilsley",NA
"460",1969-04-01,"RSH","RadioShack",NA
"461",1969-04-01,"NOVL","Novell",NA
"462",1969-04-01,"GENZ","Genzyme",NA
"463",1969-04-01,"Q","Qwest Communications",NA
"464",1969-04-01,"MFE","McAfee",NA
"465",1969-04-01,"KG","King Pharmaceuticals",NA
"466",1969-04-01,"EK","Eastman Kodak",NA
"467",1969-04-01,"ODP","Office Depot",NA
"468",1969-04-01,"NYT","The New York Times Company",NA
"469",1969-04-01,"PTV","Pactiv",NA
"470",1969-04-01,"SII","Smith International",NA
"471",1969-04-01,"MIL","Millipore",NA
"472",1969-04-01,"STR","Questar",NA
"473",1969-04-01,"XTO","XTO Energy",NA
"474",1969-04-01,"BJS","BJ Services",NA
"475",1969-04-01,"RX","IMS Health",NA
"476",1969-04-01,"CIEN","Ciena",NA
"477",1969-04-01,"DYN","Dynegy",NA
"478",1969-04-01,"KBH","KB Home",NA
"479",1969-04-01,"MBI","MBIA",NA
"480",1969-04-01,"SGP","Schering-Plough",NA
"481",1969-04-01,"CBE","Cooper Industries",NA
"482",1969-04-01,"CTX","Centex Corp.",NA
"483",1969-04-01,"COV","Covidien",NA
"484",1969-04-01,"ACAS","American Capital",NA
"485",1969-04-01,"JNY","Jones Apparel Group",NA
"486",1969-04-01,"WB","Wachovia Bank",NA
"487",1969-04-01,"LEH","Lehman Brothers",NA
"488",1969-04-01,"FRE","Freddie Mac",NA
"489",1969-04-01,"FNM","Fannie Mae",NA
"490",1969-04-01,"CFC","Countrywide Financial Corp",NA
"491",1969-04-01,"BC","Brunswick",NA
"492",1969-04-01,"OMX","OfficeMax",NA
"493",1969-04-01,"TRB","Tribune Media",NA
"494",1969-04-01,"DJ","Dow Jones",NA
"495",1969-04-01,"AV","Avaya",NA
"496",1969-04-01,"SLR","Solectron",NA
"497",1969-04-01,"NCR","NCR Corporation",NA
"498",1969-04-01,"MXIM","Maxim Integrated Products",NA
"499",1969-04-01,"FDC","First Data",NA
"500",1969-04-01,"KSE","KeySpan",NA
"501",1969-04-01,"TSG","Sabre Corporation",NA
"502",1969-04-01,"ABS","Albertsons",NA
"503",1969-04-01,"T","AT&T Corporation",NA
"504",1969-04-01,"GLK","Great Lakes Chemical",NA
