"","symbol","model_intercept","Beta"
"50","AIZ","0.00810852170109759","1.81015403718269"
"51","T","-0.00167880048310316","0.550144760910443"
"52","ADSK","0.023245825986303","2.3843727071083"
"53","ADP","0.00425142899034535","0.538656086226325"
"54","AZO","0.0321969533872319","0.45843623360186"
"55","AVB","0.0158724902921084","1.48384609163313"
"56","AVY","0.00921763729597663","1.53260893206936"
"57","BLL","0.0176146311039237","0.599455239867215"
"58","BAC","0.0535996483582723","3.11844328883895"
"59","BAX","0.00455163907780852","0.308257837294568"
"60","BDX","0.0113170903058844","0.610671461601987"
"61","BBY","0.0221704650479222","1.43381513141726"
"62","BIIB","-0.00663156607544735","0.39770803100082"
"63","BLK","0.0478810825079849","1.91031890968885"
"64","HRB","0.00519354826968705","0.428418969193533"
"65","BA","-0.00230426956218241","1.30976476368963"
"66","BWA","0.0362261592617802","1.90402558159128"
"67","BXP","0.0128044351519382","1.58563831147235"
"68","BSX","0.0269576949583152","1.28387231386948"
"69","BMY","0.00101075719670256","0.548873694019004"
"70","CHRW","0.0262726243734359","0.858364135287643"
"71","CA","0.00103619069347195","0.69620035077528"
"72","CDNS","-0.00124161306363084","1.47621187713459"
"73","CPB","5.86750111110617e-05","0.300678928659728"
"74","COF","0.0279160727635616","1.95300170054372"
"75","CAH","-0.0115565388315289","0.786754627909333"
"76","KMX","0.0146731887757994","1.10955527510589"
"77","CCL","0.012957784901465","1.35559412351659"
"78","CAT","0.0162556605889805","1.81878523745457"
"79","CNC","0.0245171332145719","1.07954905113693"
"80","CNP","0.000259772726642334","0.724079145224674"
"81","CERN","0.0380084793891268","1.22388158601489"
"82","CF","0.0254594905105642","0.907301170961871"
"83","SCHW","0.0221627755150897","1.33569821280858"
"84","CVX","0.00389023331303226","0.586173771200825"
"85","CMG","0.00727004341188795","1.05053570296898"
"86","CB","0.00403496646436921","0.678843196519521"
"87","CHD","0.00941716655929898","0.38826063100306"
"88","CI","0.0227970393472169","2.04732485658688"
"89","CINF","-0.00369173446954209","0.723272483421522"
"90","CTAS","0.00736335973584838","0.856297244581867"
"91","CSCO","0.00889979487070026","1.12257856994984"
"92","C","-0.00469575275592313","3.12568511116764"
"93","CTXS","0.0199942834137924","0.988046436124951"
"94","CME","0.00571619986321819","1.28641038627747"
"95","CMS","-0.000925306100904144","0.547278054662046"
"96","KO","0.00325501250916608","0.548139006554676"
"97","CTSH","0.0233424958832313","1.13497856701713"
"98","CL","0.00989376997499063","0.530829256097007"
"99","CMCSA","0.00482030599469431","0.866770953774796"
"100","CMA","0.000525389934021841","1.16698855031765"
"101","CAG","0.0147015841224761","0.914762332177635"
"102","COP","0.00138760516239114","1.18850171319859"
"103","ED","-0.00287619486968569","0.211215581457301"
"104","STZ","-0.00174313389208803","0.999916232522167"
"105","GLW","0.0202450193772121","1.44318066406669"
"106","COST","0.00086208877200801","0.770781617837532"
"107","CCI","0.0182229863008326","1.64023025653468"
"108","CSX","0.0259718534222138","1.23230970535965"
"109","CMI","0.046454756796445","2.36364175253534"
"110","CVS","0.00585223483096125","0.670363080544789"
"111","DHI","0.0298467088895287","0.846521005251748"
"112","DHR","0.00482788823142806","0.861392492090646"
"113","DRI","0.0313060205377205","1.08143738796835"
"114","DVA","-0.00563202732843855","0.20541477100039"
"115","DE","0.0105553567648783","1.75037660854886"
"116","DAL","-0.0312267814986912","0.147629863066538"
"117","XRAY","0.0126829713170378","1.12545483920441"
"118","DVN","0.0124672608583021","1.09964377762215"
"119","DLR","0.030721923964204","1.17781176464509"
"120","DFS","0.0291866072576282","1.73451760403121"
"121","DISH","0.000174203431495272","1.49881040989155"
"122","DLTR","0.0314246396457009","0.353517270716371"
"123","D","0.00047942290904147","0.574863048238514"
"124","DOV","0.0236230545562025","1.45026141623387"
"125","DTE","0.00249501867706524","0.745394067674312"
"126","DUK","-0.00203960456511203","0.405100759953841"
"127","DRE","0.031452170019047","2.42145581904064"
"128","DXC","0.020955881662377","1.08901252184536"
"129","EMN","0.0400843363981458","2.19092756672626"
"130","ETN","0.00533257776868858","1.36050437744479"
"131","EBAY","0.0147459126115579","1.77396369154064"
"132","ECL","0.00820020929992122","0.750584040557869"
"133","EIX","-0.0099530565012614","0.657355016299165"
"134","EW","0.0315864699702423","0.559577750968747"
"135","EA","-0.00670019637974901","1.49344465117166"
"136","EMR","0.00402133466908425","1.13791714972933"
"137","ETR","-0.00266466564442185","0.62530329922243"
"138","EOG","0.0189709448740461","0.857847989565437"
"139","EQT","0.000331574659940816","0.649469002049135"
"140","EFX","0.0132572560118758","1.18073918374603"
"141","EQIX","0.0281281923916111","1.70427476199529"
"142","EQR","0.0151230865185143","1.32319249830313"
"143","ESS","0.00440066248826683","0.966896977920043"
"144","EL","0.0268389347093452","1.47094882150994"
"145","RE","-0.00627753956194706","0.430254224457741"
"146","ES","-0.00459628695070452","0.434023606278449"
"147","EXC","-0.00793175784864358","0.567060918913568"
"148","EXPE","0.0297423034804932","2.25799488456356"
"149","EXPD","0.00279296600849871","0.64002995466601"
"150","ESRX","0.0294933539068143","1.1203646568172"
"151","EXR","0.0220713976662133","1.49954388842254"
"152","XOM","-0.00230145758364826","0.307482414272344"
"153","FFIV","0.0568164572918982","1.36682773404589"
"154","FAST","0.0170219036790137","0.919724661233984"
"155","FRT","0.0169291940839103","1.38045417860367"
"156","FDX","-0.000239158781974427","1.04293179480365"
"157","FIS","0.00501414490000564","0.437151054730282"
"158","FITB","0.0512021229282095","2.96345624494346"
"159","FE","-0.012796584486771","0.417667908480091"
"160","FISV","0.0253656601764764","1.1862404971771"
"161","FLS","0.0385603460227929","1.67783517689533"
"162","FLR","0.026591783015954","1.48082632179835"
"163","FMC","0.0225037389003601","1.03897801199867"
"164","FL","0.0361679401154334","1.12321182106587"
"165","F","0.110970622755003","3.21637558359103"
"166","BEN","0.0133684949789267","1.48217828805416"
"167","FCX","0.0283264990168128","1.79913106697612"
"168","GPS","0.0291552362368494","1.44069307394222"
"169","GRMN","-0.0284337891263804","1.34626487102516"
"170","IT","0.0429921963053919","1.80184183861552"
"171","GD","0.0151567973966095","1.37609667050621"
"172","GE","-0.00926581623907081","1.59986363452913"
"173","GIS","0.00512624468047993","0.243887027612657"
"174","GPC","0.00344086974838242","0.742781119428874"
"175","GILD","0.0116991992014408","0.363531630505641"
"176","GPN","0.0135577597235905","0.730794816696831"
"177","GS","0.0176920269451701","1.36032983838339"
"178","GT","0.0497213568235508","3.09921696374975"
"179","GWW","0.0249988007092205","1.02039353788165"
"180","HAL","0.0194631869350809","1.57324276888097"
"181","HBI","0.0489512522506851","2.66842998130365"
"182","HOG","0.0284388811236813","2.52151037159878"
"183","HIG","0.0546951702606742","3.83939196703211"
"184","HAS","0.0225131836400578","0.966820621902847"
"185","HP","0.03279108424015","1.17865167140903"
"186","HSIC","0.0112189093893631","0.797304152238628"
"187","HES","0.0193960349156601","1.0939602308681"
"188","HOLX","-0.00882095617903448","1.09400032328179"
"189","HD","0.0113898016195429","0.632924284232257"
"190","HON","0.00748002725978471","1.32572771539104"
"191","HRL","0.00920887001339923","0.512826131920446"
"192","HST","0.0494330770861019","2.8457726267016"
"193","HPQ","0.0125134527955071","0.982940579127057"
"194","HUM","0.00316276490630992","1.54577904264666"
"195","HBAN","0.0373433083662838","2.31866728770565"
"196","IDXX","0.0264708327640339","1.46595423543712"
"197","ITW","0.0144001902897947","1.1873811630924"
"198","ILMN","0.0374000130335327","0.628732877327391"
"199","INCY","0.0176192177078464","2.09168266359284"
"200","INTC","0.00742585538792313","1.13293464756784"
"201","ICE","0.0312180798981984","1.5199811635962"
"202","IBM","0.0193125759707986","0.689202167847969"
"203","IP","0.0480870091634571","2.8259958631748"
"204","IPG","0.0168266886464754","1.57907095293898"
"205","IFF","0.00186780269721498","0.834933683605086"
"206","INTU","0.0206848517140522","0.790847235631616"
"207","ISRG","0.0200438318096408","1.89694797540056"
"208","IVZ","0.0261938004534832","1.69297716023496"
"209","IRM","0.0229697676668319","1.26058519316372"
"210","JBHT","0.0405878502286323","1.17476564432918"
"211","SJM","0.0299456436265914","0.768684315696472"
"212","JNJ","0.00824206592172841","0.622384784155756"
"213","JCI","0.0165148162589796","1.33236092096284"
"214","JPM","0.0249771974249673","1.1939993570072"
"215","JNPR","0.0323224815558891","1.61131196499651"
"216","K","0.0110540258495418","0.6244487507177"
"217","KEY","-0.0579830622133589","0.253463100410247"
"218","KMB","-0.00116323832405716","0.373954806920573"
"219","KIM","0.0162174861091731","2.3548794282637"
"220","KLAC","0.0187849425028145","1.86021960901583"
"221","KSS","0.0223248538948132","1.08134486578657"
"222","KR","-0.00440648088736306","0.311397524221427"
"223","LH","0.0123819614041076","0.640384485819336"
"224","LRCX","0.00642476924562003","1.38136161152835"
"225","LEG","0.0266609873328379","1.29180816936249"
"226","LEN","0.0292312231711109","1.72849794870092"
"227","LLY","0.00786499158931935","0.962232186680524"
"228","LNC","0.0580741101414109","3.38074045946551"
"229","LKQ","0.0206552339325042","0.980531448133657"
"230","LMT","0.0197281073587379","1.28189898269816"
"231","L","0.00682220201119115","1.31853367016718"
"232","LOW","0.0167979962960021","0.949463687967864"
"233","MTB","0.00689247438294823","0.991289809466378"
"234","MAC","0.0887739859946789","3.66434656782322"
"235","M","0.025090758323099","2.17784676579534"
"236","MRO","0.0027718251506122","1.21909708283893"
"237","MAR","0.0221900074034999","1.71229071596702"
"238","MMC","0.0118545307836411","0.749625595766291"
"239","MLM","0.000345400549446794","0.947794283398265"
"240","MAS","0.0358091250930781","2.47167597780631"
"241","MA","0.0184042483335366","0.923506644306811"
"242","MAT","0.0264619993655022","1.20083004298565"
"243","MKC","0.00709054452605612","0.489605096530463"
"244","MCD","0.0127358994512015","0.515004848355617"
"245","MCK","0.00240774573962711","0.721440844125051"
"246","MDT","0.00442017582827232","0.84854612454546"
"247","MRK","-0.013515910538903","0.72274862908001"
"248","MET","0.0245006394997956","2.15594109698844"
"249","MTD","0.00816920526623114","1.05580621642895"
"250","MGM","0.0885307102849227","5.11307710015928"
"251","MCHP","0.017015982378405","1.02594125141787"
"252","MU","0.0123952678780115","0.766817461937306"
"253","MSFT","0.0103696599064493","0.989346836345059"
"254","MAA","0.0258405093999037","1.26696871259139"
"255","MHK","0.0414625243403175","2.5111384353744"
"256","TAP","0.0134191700763417","0.836624452681283"
"257","MDLZ","0.00533903944706961","0.647985663616285"
"258","MNST","-0.00309971343071495","0.362694772657467"
"259","MCO","0.0265048647729266","1.52521698891591"
"260","MS","0.0194470359241375","1.43489806717682"
"261","MSI","0.0183103054376316","2.11296383214521"
"262","NDAQ","-0.0155081314545328","0.576273228636207"
"263","NOV","0.00708318439863955","1.41035244878233"
"264","NTAP","0.0307824757911224","1.52867458606427"
"265","NFLX","0.0516046737046944","0.607755095253046"
"266","NWL","0.0130155747573745","1.89008582622718"
"267","NFX","0.0230666225564153","1.55259003751373"
"268","NEM","0.0123564808930019","0.459556514142379"
"269","NEE","0.0079130036256875","0.66247487418362"
"270","NKE","0.0103081206584889","0.854552333331202"
"271","NI","0.00202227953585419","0.839447323568458"
"272","JWN","0.0282580175302851","1.75252365500913"
"273","NSC","0.0137693924291693","1.02231335482999"
"274","NTRS","0.00370406559390549","0.803679382457026"
"275","NOC","0.00367915603425637","1.14157045667935"
"276","NRG","-0.000685711396279438","0.834622595995974"
"277","NUE","0.020084287689603","0.962326263444927"
"278","NVDA","-0.00804537959763347","1.34571231058352"
"279","ORLY","0.0208901884189445","0.399310995669792"
"280","OXY","0.0275158608174608","1.08289799402313"
"281","OMC","0.00998750873748086","1.14578122715897"
"282","OKE","0.00397662357559441","0.930367731120031"
"283","ORCL","0.0294412877567415","1.03616332226863"
"284","PCAR","0.0210845845247069","1.4268022148028"
"285","PKG","0.020307427580008","1.67034628333522"
"286","PH","0.011134200196073","1.49481576472772"
"287","PDCO","0.00400269585266461","0.826864062584551"
"288","PAYX","0.000789498689408466","0.806693914537412"
"289","PNR","0.0162264681670805","1.09526579620298"
"290","PEP","0.000120067058979641","0.586072485623697"
"291","PKI","0.00433284661886272","0.955010107930751"
"292","PRGO","0.027830600371948","1.10419326323918"
"293","PFE","0.000508777469742775","0.691857889955403"
"294","PCG","-0.00150796889960381","0.183898414575713"
"295","PM","0.0157274825063315","0.86955528326273"
"296","PNW","0.00238359083439915","0.595584007402468"
"297","PXD","0.0432066452076802","2.20582201721043"
"298","PNC","0.0147356694518131","1.43141894465632"
"299","RL","0.0368705960384423","1.78462643433645"
"300","PPG","0.0119766684131201","1.26747054064104"
"301","PPL","-0.00387705453195954","0.597844410782127"
"302","PFG","0.0825148842788988","3.95622952500992"
"303","PG","-0.00276976214573236","0.516609257974902"
"304","PGR","0.0193009396235635","1.07431224720934"
"305","PLD","0.0189392515745591","2.46100832735851"
"306","PRU","0.0615161555837549","3.20436505920724"
"307","PEG","-0.00010110415063077","0.62809238749896"
"308","PSA","0.0211332665307361","0.95273606403525"
"309","PHM","0.0240411390205437","0.626815266155767"
"310","PVH","0.0393708827512434","2.05012670429903"
"311","QCOM","0.0352955175783107","0.977309007911792"
"312","PWR","0.0329407372519156","1.45196119190929"
"313","DGX","0.0190756698101141","0.694068447229685"
"314","RRC","0.0157390300465064","0.284284267320018"
"315","RJF","0.0117725855312004","1.30747497499643"
"316","O","0.0173154875196048","0.956425476334709"
"317","REG","0.0277780537297163","1.86901422726579"
"318","REGN","0.0242435537108172","1.07598246051636"
"319","RF","-0.0508476854794602","0.687725456792599"
"320","RSG","0.0151676396973143","1.03682892047017"
"321","RMD","0.0167972220510765","0.753693442087515"
"322","RHI","0.0308405036724858","1.16699727949287"
"323","ROK","0.0203533825641588","1.90168461376567"
"324","ROP","-0.00210869506338972","0.561204428516106"
"325","ROST","0.045939822883807","0.912291637483257"
"326","RCL","0.0569816039696949","3.29642915507062"
"327","SPGI","0.0162258261977589","1.35849085819943"
"328","CRM","0.0289414653329143","1.61863351433857"
"329","SBAC","0.00755558985713362","0.892011154797028"
"330","SLB","0.0135733793303645","1.38198947884218"
"331","SNI","0.00828019242634788","1.14407167863401"
"332","STX","0.0290873950058627","2.285677742513"
"333","SEE","0.038278420177155","1.73253483865333"
"334","SRE","0.00827510262485316","0.624050727590394"
"335","SHW","0.0139949692536536","0.692601259902349"
"336","SIG","0.0833536794955491","2.87953403471002"
"337","SPG","0.0274094237520984","1.94983454017842"
"338","SWKS","0.0410988156758846","0.929402524255237"
"339","SLG","0.034824954294912","3.09438088086699"
"340","SNA","0.0246964327891949","1.73064910609548"
"341","SO","0.00427701053263965","0.365268496957672"
"342","LUV","-0.00760284795912569","1.06798015677927"
"343","SWK","0.0148745549127494","1.24765927245801"
"344","SBUX","0.0128698394949115","1.26224964052786"
"345","STT","0.0226330323156143","1.49277223182985"
"346","SRCL","0.00122406067223107","0.278534848002584"
"347","SYK","-0.00462654846175626","0.939370082721801"
"348","SNPS","0.00693263300595824","0.608075263608441"
"349","SYY","0.00206538203556724","0.728239931984023"
"350","TROW","0.038780818637714","2.0391481511762"
"351","TPR","0.0421560295023422","2.01930946332413"
"352","TGT","0.0135379205286584","1.24170353447869"
"353","TEL","0.0336703950924976","2.36784784375097"
"354","FTI","0.0185752894143235","1.1420373756364"
"355","TXN","0.00814809958309604","1.03592468975681"
"356","TXT","0.00194285762883943","3.11874110172205"
"357","BK","-0.0029055068599975","0.718137305339828"
"358","CLX","0.00543944138431632","0.371742632626192"
"359","COO","0.0181870999516949","1.26476191633926"
"360","HSY","0.00730549919540361","0.329625058259924"
"361","MOS","0.0247666077808692","1.12777760486833"
"362","TRV","0.00417050054542071","0.616678338167144"
"363","DIS","0.0152611888565881","1.23435753031279"
"364","TMO","0.00323352246688932","0.718866248228447"
"365","TWX","0.0206836122369748","1.49249527688363"
"366","TJX","0.0242596372366624","0.646702223675213"
"367","TSCO","0.0187277731712645","0.573943082744595"
"368","TDG","9.87045561015169e-05","0.466178637069794"
"369","TSN","0.0429409739662111","1.71063821463618"
"370","USB","0.00678527610555717","1.08521015613312"
"371","UDR","0.0105052797642279","1.39793184709518"
"372","ULTA","0.0131292672940009","1.73689567432378"
"373","UAA","0.0129654468176596","1.85064537083471"
"374","UNP","0.0246826838978044","1.2277457397778"
"375","UAL","-0.079852734835397","-0.349523585378015"
"376","UNH","-0.00185555363274716","1.23381772862791"
"377","UPS","0.00472644798355816","0.79885532745109"
"378","URI","-0.00154774436640512","1.88993930026673"
"379","UHS","0.0337155843534164","1.28953802319219"
"380","UNM","0.0409600688466678","2.14559391641077"
"381","VFC","0.00879685609886356","0.751890454258683"
"382","VLO","-0.0320951510555607","1.16109635587093"
"383","VTR","0.0409547102309421","1.79293973883704"
"384","VRSN","-0.0186060097707813","0.687367494471169"
"385","VZ","0.000965016944204187","0.522629408514413"
"386","VRTX","0.0405578749583708","0.415644082462875"
"387","V","0.0303590210087242","0.809989950138176"
"388","VNO","0.0230800309832779","1.88583714245766"
"389","VMC","0.00339591518655449","1.24524970755972"
"390","WMT","0.0107118769273304","0.294113055349296"
"391","WBA","0.0154480397925292","0.924449062833388"
"392","WM","0.00563166005760997","0.486696889705863"
"393","WAT","0.00930061101156963","1.10303178910547"
"394","WEC","0.00179020838809637","0.30841810220157"
"395","WFC","0.0474163413123061","1.74389662564796"
"396","WDC","0.0502260859361483","1.64004448287718"
"397","WU","0.0331290254897949","1.80000253626523"
"398","WY","-0.00155411409268525","1.36689448834412"
"399","WHR","0.0452612720307019","2.41044486816844"
"400","WMB","-0.00448493716925242","1.20291694108895"
"401","WYNN","0.0256792693022885","2.64357238054635"
"402","XEL","0.00291725713713769","0.391027189657483"
"403","XRX","-0.00360761384683373","1.4990990116241"
"404","YUM","0.0240638202678824","1.08622782767291"
"405","ZBH","0.00904086842873764","1.10320441929826"
"406","ZION","-0.0354135856906278","0.798692329725313"
