"","symbol","Alpha","performance","LMT_std","mean","period","interest_mean_2007","unemp_mean","sector"
"23","GOOGL",0.0043,0,"12.29","-1.77","2007",1.5,6.7,"Technology"
"24","GOOG",0.0043,0,"12.29","-1.77","2007",1.5,6.7,"Technology"
"25","MO",-0.0046,0,"6.58","-1.16","2007",1.5,6.7,"Consumer Discretionary"
"26","AMZN",0.0271,1,"13.3","0.41","2007",1.5,6.7,"Consumer Discretionary"
"27","AEE",-0.0136,0,"9.31","-2.95","2007",1.5,6.7,"Utilities"
"28","AAL",-0.0105,0,"44.65","-2.6","2007",1.5,6.7,"Consumer Discretionary"
"29","AEP",-0.0093,0,"6.1","-2.05","2007",1.5,6.7,"Utilities"
"30","AXP",0.0292,1,"24.41","-2.25","2007",1.5,6.7,"Finance"
"31","AIG",0.0264,1,"45.1","-7.23","2007",1.5,6.7,"Finance"
"32","AMT",0.0012,0,"7.43","-1.46","2007",1.5,6.7,"Finance"
"33","AWK",0.0078,0,"8.54","0.15","2007",1.5,6.7,"Utilities"
"34","AMP",0.0216,0,"18.56","-2.61","2007",1.5,6.7,"Finance"
"35","ABC",0.0079,0,"7.43","-0.69","2007",1.5,6.7,"Health Care"
"36","AME",0.0134,0,"10.16","-0.81","2007",1.5,6.7,"Consumer Discretionary"
"37","AMGN",0.0074,0,"9.92","0.23","2007",1.5,6.7,"Health Care"
"38","APH",0.0211,0,"12.81","-0.88","2007",1.5,6.7,"Technology"
"39","ADI",0.0213,0,"10.53","-0.3","2007",1.5,6.7,"Technology"
"40","ANDV",-0.0234,0,"20.76","-4.66","2007",1.5,6.7,NA
"41","ANSS",0.0301,1,"13.08","-0.34","2007",1.5,6.7,"Technology"
"42","ANTM",0.0158,0,"14.62","-1.44","2007",1.5,6.7,NA
"43","AON",-0.0017,0,"7.74","-1.05","2007",1.5,6.7,"Finance"
"44","APA",0.0183,0,"12.78","-0.62","2007",1.5,6.7,"Energy"
"45","AIV",0.0323,1,"22","-2.39","2007",1.5,6.7,"Real Estate"
"46","AAPL",0.0318,1,"15.46","0.04","2007",1.5,6.7,"Technology"
"47","AMAT",8e-04,0,"10.22","-1.94","2007",1.5,6.7,"Technology"
"48","ADM",-6e-04,0,"13.52","-0.53","2007",1.5,6.7,"Consumer Staples"
"49","AJG",0.0251,1,"12.08","0.17","2007",1.5,6.7,"Finance"
"50","AIZ",0.0081,0,"17.33","-3.11","2007",1.5,6.7,"Finance"
"51","T",-0.0017,0,"7.52","-1.36","2007",1.5,6.7,"Consumer Discretionary"
"52","ADSK",0.0232,0,"18.67","-2.84","2007",1.5,6.7,"Technology"
"53","ADP",0.0043,0,"7.6","-0.74","2007",1.5,6.7,"Consumer Discretionary"
"54","AZO",0.0322,1,"9.59","2.23","2007",1.5,6.7,"Consumer Discretionary"
"55","AVB",0.0159,0,"11.8","-1.63","2007",1.5,6.7,"Real Estate"
"56","AVY",0.0092,0,"12.84","-2.4","2007",1.5,6.7,"Miscellaneous"
"57","BAC",0.0536,1,"30.4","-1.4","2007",1.5,6.7,"Finance"
"58","BAX",0.0046,0,"6.42","-0.21","2007",1.5,6.7,"Health Care"
"59","BDX",0.0113,0,"8.04","-0.19","2007",1.5,6.7,"Health Care"
"60","BBY",0.0222,0,"16.03","-0.89","2007",1.5,6.7,"Consumer Discretionary"
"61","BIIB",-0.0066,0,"12.62","-1.52","2007",1.5,6.7,"Health Care"
"62","BLK",0.0479,1,"16.04","0.65","2007",1.5,6.7,"Finance"
"63","HRB",0.0052,0,"9.8","-0.41","2007",1.5,6.7,"Consumer Discretionary"
"64","BA",-0.0023,0,"11.59","-3.07","2007",1.5,6.7,"Industrials"
"65","BWA",0.0362,1,"16.69","-0.5","2007",1.5,6.7,"Consumer Discretionary"
"66","BXP",0.0128,0,"14.7","-2.16","2007",1.5,6.7,"Real Estate"
"67","BSX",0.027,1,"14.39","-0.09","2007",1.5,6.7,"Health Care"
"68","BMY",0.001,0,"8.79","-1.09","2007",1.5,6.7,"Health Care"
"69","CHRW",0.0263,1,"9.74","0.77","2007",1.5,6.7,"Consumer Discretionary"
"70","CA",0.001,0,"8.41","-1.4","2007",1.5,6.7,NA
"71","CDNS",-0.0012,0,"17.64","-3.32","2007",1.5,6.7,"Technology"
"72","CPB",1e-04,0,"6.91","-0.65","2007",1.5,6.7,"Consumer Staples"
"73","COF",0.0279,1,"22.1","-1.44","2007",1.5,6.7,"Finance"
"74","CAH",-0.0116,0,"9.32","-2.86","2007",1.5,6.7,"Health Care"
"75","KMX",0.0147,0,"17.19","-0.94","2007",1.5,6.7,"Consumer Discretionary"
"76","CCL",0.013,0,"13.48","-1.64","2007",1.5,6.7,"Consumer Discretionary"
"77","CAT",0.0163,0,"15.12","-2.32","2007",1.5,6.7,"Industrials"
"78","CNC",0.0245,1,"16.02","0.11","2007",1.5,6.7,"Health Care"
"79","CNP",3e-04,0,"9.63","-1.54","2007",1.5,6.7,"Utilities"
"80","CERN",0.038,1,"12.39","1.15","2007",1.5,6.7,NA
"81","CF",0.0255,1,"18.54","0.58","2007",1.5,6.7,"Industrials"
"82","SCHW",0.0222,0,"12.63","-0.68","2007",1.5,6.7,"Finance"
"83","CVX",0.0039,0,"7.74","-0.88","2007",1.5,6.7,"Energy"
"84","CMG",0.0073,0,"15.49","-1.55","2007",1.5,6.7,"Consumer Discretionary"
"85","CB",0.004,0,"8.61","-1.07","2007",1.5,6.7,"Finance"
"86","CHD",0.0094,0,"5.77","0.1","2007",1.5,6.7,"Consumer Discretionary"
"87","CI",0.0228,0,"18.92","-2.16","2007",1.5,6.7,"Health Care"
"88","CINF",-0.0037,0,"10.41","-1.94","2007",1.5,6.7,"Finance"
"89","CTAS",0.0074,0,"8.86","-1.12","2007",1.5,6.7,"Consumer Discretionary"
"90","CSCO",0.0089,0,"9.1","-1.54","2007",1.5,6.7,"Telecommunications"
"91","C",-0.0047,0,"29.09","-7.24","2007",1.5,6.7,"Finance"
"92","CTXS",0.02,0,"11.28","-0.14","2007",1.5,6.7,"Technology"
"93","CME",0.0057,0,"17.82","-2.22","2007",1.5,6.7,"Finance"
"94","CMS",-9e-04,0,"8.12","-1.28","2007",1.5,6.7,"Utilities"
"95","KO",0.0033,0,"6.68","-0.86","2007",1.5,6.7,"Consumer Staples"
"96","CTSH",0.0233,0,"11.46","-0.12","2007",1.5,6.7,"Technology"
"97","CL",0.0099,0,"6.83","-0.16","2007",1.5,6.7,"Consumer Discretionary"
"98","CMCSA",0.0048,0,"10.1","-1.4","2007",1.5,6.7,"Consumer Discretionary"
"99","CMA",5e-04,0,"13.77","-2.48","2007",1.5,6.7,"Finance"
"100","CAG",0.0147,0,"9.45","-0.51","2007",1.5,6.7,"Consumer Staples"
"101","COP",0.0014,0,"11.22","-2.44","2007",1.5,6.7,"Energy"
"102","ED",-0.0029,0,"5.63","-0.75","2007",1.5,6.7,"Utilities"
"103","STZ",-0.0017,0,"13.25","-2.34","2007",1.5,6.7,"Consumer Staples"
"104","GLW",0.0202,0,"13.59","-1.1","2007",1.5,6.7,"Technology"
"105","COST",9e-04,0,"7.3","-1.58","2007",1.5,6.7,"Consumer Discretionary"
"106","CCI",0.0182,0,"15.55","-1.73","2007",1.5,6.7,"Real Estate"
"107","CSX",0.026,1,"11.77","-0.07","2007",1.5,6.7,"Industrials"
"108","CMI",0.0465,1,"19.47","-0.48","2007",1.5,6.7,"Industrials"
"109","CVS",0.0059,0,"6.59","-0.87","2007",1.5,6.7,"Health Care"
"110","DHI",0.0298,1,"21.64","1.15","2007",1.5,6.7,"Consumer Discretionary"
"111","DHR",0.0048,0,"7.1","-1.38","2007",1.5,6.7,"Health Care"
"112","DRI",0.0313,1,"18.02","0.79","2007",1.5,6.7,"Consumer Discretionary"
"113","DVA",-0.0056,0,"5.88","-1.01","2007",1.5,6.7,"Health Care"
"114","DE",0.0106,0,"13.58","-2.74","2007",1.5,6.7,"Industrials"
"115","DAL",-0.0312,0,"23.96","-3.44","2007",1.5,6.7,"Consumer Discretionary"
"116","XRAY",0.0127,0,"9.24","-1.17","2007",1.5,6.7,"Health Care"
"117","DVN",0.0125,0,"13.5","-1.14","2007",1.5,6.7,"Energy"
"118","DLR",0.0307,1,"11.11","0.52","2007",1.5,6.7,"Real Estate"
"119","DFS",0.0292,1,"16.03","-0.84","2007",1.5,6.7,"Finance"
"120","DISH",2e-04,0,"15.56","-3.23","2007",1.5,6.7,"Consumer Discretionary"
"121","DLTR",0.0314,1,"9.22","2.38","2007",1.5,6.7,"Consumer Discretionary"
"122","D",5e-04,0,"6.59","-1.2","2007",1.5,6.7,"Utilities"
"123","DOV",0.0236,0,"11.35","-0.78","2007",1.5,6.7,"Industrials"
"124","DTE",0.0025,0,"7.93","-1.37","2007",1.5,6.7,"Utilities"
"125","DUK",-0.002,0,"4.4","-1.08","2007",1.5,6.7,"Utilities"
"126","DRE",0.0315,1,"26.01","-2.1","2007",1.5,6.7,"Real Estate"
"127","DXC",0.021,0,"11.6","-0.26","2007",1.5,6.7,"Technology"
"128","EMN",0.0401,1,"18.3","-0.74","2007",1.5,6.7,"Industrials"
"129","ETN",0.0053,0,"12.12","-2.41","2007",1.5,6.7,"Industrials"
"130","EBAY",0.0147,0,"13.97","-2.37","2007",1.5,6.7,"Consumer Discretionary"
"131","ECL",0.0082,0,"7.91","-0.81","2007",1.5,6.7,"Consumer Discretionary"
"132","EIX",-0.01,0,"6.66","-2.42","2007",1.5,6.7,"Utilities"
"133","EW",0.0316,1,"7.76","1.95","2007",1.5,6.7,"Health Care"
"134","EA",-0.0067,0,"14.18","-3.91","2007",1.5,6.7,"Consumer Discretionary"
"135","EMR",0.004,0,"10.42","-2.06","2007",1.5,6.7,"Industrials"
"136","ETR",-0.0027,0,"8.32","-1.62","2007",1.5,6.7,"Utilities"
"137","EOG",0.019,0,"15.2","0.04","2007",1.5,6.7,"Energy"
"138","EQT",3e-04,0,"10.51","-1.37","2007",1.5,6.7,"Energy"
"139","EFX",0.0133,0,"9.89","-1.23","2007",1.5,6.7,"Finance"
"140","EQIX",0.0281,1,"16.35","-0.88","2007",1.5,6.7,"Real Estate"
"141","EQR",0.0151,0,"12.53","-1.35","2007",1.5,6.7,"Real Estate"
"142","ESS",0.0044,0,"9.82","-1.65","2007",1.5,6.7,"Real Estate"
"143","EL",0.0268,1,"12.2","-0.5","2007",1.5,6.7,"Consumer Discretionary"
"144","RE",-0.0063,0,"7.02","-1.56","2007",1.5,6.7,"Finance"
"145","ES",-0.0046,0,"5.77","-1.4","2007",1.5,6.7,"Utilities"
"146","EXC",-0.0079,0,"7.41","-2.02","2007",1.5,6.7,"Utilities"
"147","EXPE",0.0297,1,"19.83","-1.92","2007",1.5,6.7,"Consumer Discretionary"
"148","EXPD",0.0028,0,"10","-1.11","2007",1.5,6.7,"Consumer Discretionary"
"149","ESRX",0.0295,1,"12.35","0.52","2007",1.5,6.7,NA
"150","EXR",0.0221,0,"14.75","-1.04","2007",1.5,6.7,"Real Estate"
"151","XOM",-0.0023,0,"5.59","-0.9","2007",1.5,6.7,"Energy"
"152","FFIV",0.0568,1,"16.78","2.72","2007",1.5,6.7,"Technology"
"153","FAST",0.017,0,"9.94","-0.29","2007",1.5,6.7,"Basic Materials"
"154","FRT",0.0169,0,"12.56","-1.3","2007",1.5,6.7,"Real Estate"
"155","FDX",-2e-04,0,"10.79","-2.28","2007",1.5,6.7,"Consumer Discretionary"
"156","FIS",0.005,0,"9.43","-0.45","2007",1.5,6.7,"Consumer Discretionary"
"157","FITB",0.0512,1,"31.83","-1.3","2007",1.5,6.7,"Finance"
"158","FE",-0.0128,0,"9.49","-2.18","2007",1.5,6.7,"Utilities"
"159","FISV",0.0254,1,"10.71","-0.03","2007",1.5,6.7,"Consumer Discretionary"
"160","FLS",0.0386,1,"16.65","0.22","2007",1.5,6.7,"Industrials"
"161","FLR",0.0266,1,"15.51","-0.55","2007",1.5,6.7,"Industrials"
"162","FMC",0.0225,0,"11.28","0","2007",1.5,6.7,"Industrials"
"163","FL",0.0362,1,"17.37","1.18","2007",1.5,6.7,"Consumer Discretionary"
"164","F",0.111,1,"37.31","4.13","2007",1.5,6.7,"Consumer Discretionary"
"165","BEN",0.0134,0,"11.88","-1.87","2007",1.5,6.7,"Finance"
"166","FCX",0.0283,1,"19.85","-1.07","2007",1.5,6.7,"Basic Materials"
"167","GPS",0.0292,1,"12.56","-0.21","2007",1.5,6.7,"Consumer Discretionary"
"168","GRMN",-0.0284,0,"16.9","-5.76","2007",1.5,6.7,"Industrials"
"169","IT",0.043,1,"16.49","0.4","2007",1.5,6.7,"Finance"
"170","GD",0.0152,0,"11.9","-1.47","2007",1.5,6.7,"Industrials"
"171","GE",-0.0093,0,"14","-4.39","2007",1.5,6.7,"Consumer Discretionary"
"172","GIS",0.0051,0,"5.3","-0.02","2007",1.5,6.7,"Consumer Staples"
"173","GPC",0.0034,0,"6.94","-1.27","2007",1.5,6.7,"Consumer Discretionary"
"174","GILD",0.0117,0,"6.81","0.38","2007",1.5,6.7,"Health Care"
"175","GPN",0.0136,0,"9.15","-0.23","2007",1.5,6.7,"Consumer Discretionary"
"176","GS",0.0177,0,"13.61","-1.18","2007",1.5,6.7,"Finance"
"177","GT",0.0497,1,"26.28","-1.74","2007",1.5,6.7,"Consumer Discretionary"
"178","GWW",0.025,1,"9.13","0.29","2007",1.5,6.7,"Consumer Discretionary"
"179","HAL",0.0195,0,"16.08","-1.46","2007",1.5,6.7,"Energy"
"180","HBI",0.049,1,"24.38","-0.89","2007",1.5,6.7,"Consumer Discretionary"
"181","HOG",0.0284,1,"23.11","-2.62","2007",1.5,6.7,"Consumer Discretionary"
"182","HIG",0.0547,1,"35.99","-2.85","2007",1.5,6.7,"Finance"
"183","HAS",0.0225,0,"10.31","0.16","2007",1.5,6.7,"Consumer Discretionary"
"184","HP",0.0328,1,"16.4","0.73","2007",1.5,6.7,"Energy"
"185","HSIC",0.0112,0,"8.5","-0.61","2007",1.5,6.7,"Health Care"
"186","HES",0.0194,0,"15.84","-0.43","2007",1.5,6.7,"Energy"
"187","HOLX",-0.0088,0,"13.84","-3.25","2007",1.5,6.7,"Health Care"
"188","HD",0.0114,0,"9.12","-0.23","2007",1.5,6.7,"Consumer Discretionary"
"189","HON",0.0075,0,"11.02","-2.12","2007",1.5,6.7,"Industrials"
"190","HRL",0.0092,0,"8.06","-0.19","2007",1.5,6.7,"Consumer Staples"
"191","HST",0.0494,1,"27.5","-1.22","2007",1.5,6.7,"Real Estate"
"192","HPQ",0.0125,0,"9.02","-0.88","2007",1.5,6.7,"Technology"
"193","HUM",0.0032,0,"16.88","-3.03","2007",1.5,6.7,"Health Care"
"194","HBAN",0.0373,1,"29.54","-1.29","2007",1.5,6.7,"Finance"
"195","IDXX",0.0265,1,"12.43","-0.53","2007",1.5,6.7,"Health Care"
"196","ITW",0.0144,0,"9.95","-1.13","2007",1.5,6.7,"Industrials"
"197","ILMN",0.0374,1,"12.45","2.38","2007",1.5,6.7,"Health Care"
"198","INCY",0.0176,0,"20.67","-2.77","2007",1.5,6.7,"Health Care"
"199","INTC",0.0074,0,"10.07","-1.71","2007",1.5,6.7,"Technology"
"200","ICE",0.0312,1,"17.53","-0.17","2007",1.5,6.7,"Finance"
"201","IBM",0.0193,0,"7.57","0.44","2007",1.5,6.7,"Technology"
"202","IP",0.0481,1,"25.37","-1.31","2007",1.5,6.7,"Industrials"
"203","IPG",0.0168,0,"18.28","-1.74","2007",1.5,6.7,"Consumer Discretionary"
"204","IFF",0.0019,0,"7.46","-1.62","2007",1.5,6.7,"Industrials"
"205","INTU",0.0207,0,"10.48","0.35","2007",1.5,6.7,"Technology"
"206","ISRG",0.02,0,"18.36","-2.11","2007",1.5,6.7,"Health Care"
"207","IVZ",0.0262,1,"13.98","-1.05","2007",1.5,6.7,"Finance"
"208","IRM",0.023,0,"12.58","-0.43","2007",1.5,6.7,"Real Estate"
"209","JBHT",0.0406,1,"10.73","1.51","2007",1.5,6.7,"Industrials"
"210","SJM",0.0299,1,"11.26","1.33","2007",1.5,6.7,"Consumer Staples"
"211","JNJ",0.0082,0,"5.42","-0.52","2007",1.5,6.7,"Health Care"
"212","JCI",0.0165,0,"12.1","-1.24","2007",1.5,6.7,"Consumer Discretionary"
"213","JPM",0.025,1,"14.89","-0.09","2007",1.5,6.7,"Finance"
"214","JNPR",0.0323,1,"15.46","-0.26","2007",1.5,6.7,"Technology"
"215","K",0.0111,0,"7.7","-0.25","2007",1.5,6.7,"Consumer Staples"
"216","KEY",-0.058,0,"15.16","-6.35","2007",1.5,6.7,"Finance"
"217","KMB",-0.0012,0,"4.86","-0.93","2007",1.5,6.7,"Consumer Discretionary"
"218","KIM",0.0162,0,"24.93","-3.48","2007",1.5,6.7,"Real Estate"
"219","KLAC",0.0188,0,"15.52","-2.15","2007",1.5,6.7,"Technology"
"220","KSS",0.0223,0,"10.72","-0.11","2007",1.5,6.7,"Consumer Discretionary"
"221","KR",-0.0044,0,"5.45","-1.12","2007",1.5,6.7,"Consumer Staples"
"222","LH",0.0124,0,"6.45","-0.15","2007",1.5,6.7,"Health Care"
"223","LRCX",0.0064,0,"11.81","-2.35","2007",1.5,6.7,"Technology"
"224","LEG",0.0267,1,"12.64","-0.13","2007",1.5,6.7,"Consumer Discretionary"
"225","LEN",0.0292,1,"17.79","-0.82","2007",1.5,6.7,"Real Estate"
"226","LLY",0.0079,0,"9.53","-1.3","2007",1.5,6.7,"Health Care"
"227","LNC",0.0581,1,"31.8","-1.52","2007",1.5,6.7,"Finance"
"228","LKQ",0.0207,0,"13.86","-0.06","2007",1.5,6.7,"Consumer Discretionary"
"229","LMT",0.0197,0,"10.31","-0.8","2007",1.5,6.7,"Industrials"
"230","L",0.0068,0,"10.73","-2.17","2007",1.5,6.7,"Finance"
"231","LOW",0.0168,0,"11.61","-0.38","2007",1.5,6.7,"Consumer Discretionary"
"232","MTB",0.0069,0,"14.95","-1.46","2007",1.5,6.7,"Finance"
"233","MAC",0.0888,1,"48.68","0.94","2007",1.5,6.7,"Real Estate"
"234","M",0.0251,1,"22.27","-2.21","2007",1.5,6.7,"Consumer Discretionary"
"235","MRO",0.0028,0,"12.28","-2.36","2007",1.5,6.7,"Energy"
"236","MAR",0.0222,0,"15.43","-1.49","2007",1.5,6.7,"Consumer Discretionary"
"237","MMC",0.0119,0,"9.39","-0.44","2007",1.5,6.7,"Finance"
"238","MLM",3e-04,0,"10.33","-2.02","2007",1.5,6.7,"Industrials"
"239","MAS",0.0358,1,"20.36","-1.77","2007",1.5,6.7,"Industrials"
"240","MA",0.0184,0,"12.66","-0.16","2007",1.5,6.7,"Consumer Discretionary"
"241","MAT",0.0265,1,"13.15","0.04","2007",1.5,6.7,"Consumer Discretionary"
"242","MKC",0.0071,0,"6.92","-0.35","2007",1.5,6.7,"Consumer Staples"
"243","MCD",0.0127,0,"5.64","0.16","2007",1.5,6.7,"Consumer Discretionary"
"244","MCK",0.0024,0,"10.93","-1.32","2007",1.5,6.7,"Health Care"
"245","MDT",0.0044,0,"9","-1.4","2007",1.5,6.7,"Health Care"
"246","MRK",-0.0135,0,"10.42","-2.92","2007",1.5,6.7,"Health Care"
"247","MET",0.0245,1,"17.56","-2.22","2007",1.5,6.7,"Finance"
"248","MTD",0.0082,0,"11.75","-1.47","2007",1.5,6.7,"Health Care"
"249","MGM",0.0885,1,"66.23","-2.23","2007",1.5,6.7,"Consumer Discretionary"
"250","MCHP",0.017,0,"9.88","-0.52","2007",1.5,6.7,"Technology"
"251","MU",0.0124,0,"20.72","-0.42","2007",1.5,6.7,"Technology"
"252","MSFT",0.0104,0,"9.23","-1.11","2007",1.5,6.7,"Technology"
"253","MAA",0.0258,1,"12.58","-0.16","2007",1.5,6.7,"Real Estate"
"254","MHK",0.0415,1,"24.55","-1.29","2007",1.5,6.7,"Consumer Discretionary"
"255","TAP",0.0134,0,"12.08","-0.47","2007",1.5,6.7,"Consumer Staples"
"256","MDLZ",0.0053,0,"8.03","-0.87","2007",1.5,6.7,"Consumer Staples"
"257","MNST",-0.0031,0,"12.61","-1.1","2007",1.5,6.7,"Consumer Staples"
"258","MCO",0.0265,1,"14.24","-0.65","2007",1.5,6.7,"Finance"
"259","MS",0.0194,0,"17.55","-1.16","2007",1.5,6.7,"Finance"
"260","MSI",0.0183,0,"17.23","-2.75","2007",1.5,6.7,"Technology"
"261","NDAQ",-0.0155,0,"12.79","-2.8","2007",1.5,6.7,"Finance"
"262","NOV",0.0071,0,"17.06","-2.35","2007",1.5,6.7,"Industrials"
"263","NTAP",0.0308,1,"13.61","-0.23","2007",1.5,6.7,"Technology"
"264","NFLX",0.0516,1,"14.17","3.84","2007",1.5,6.7,"Consumer Discretionary"
"265","NWL",0.013,0,"19.94","-2.79","2007",1.5,6.7,"Industrials"
"266","NFX",0.0231,0,"16.62","-1.06","2007",1.5,6.7,NA
"267","NEM",0.0124,0,"14.56","0.24","2007",1.5,6.7,"Basic Materials"
"268","NEE",0.0079,0,"6.86","-0.64","2007",1.5,6.7,"Utilities"
"269","NKE",0.0103,0,"8.94","-0.82","2007",1.5,6.7,"Consumer Discretionary"
"270","NI",0.002,0,"7.75","-1.62","2007",1.5,6.7,"Utilities"
"271","JWN",0.0283,1,"17.76","-0.97","2007",1.5,6.7,"Consumer Discretionary"
"272","NSC",0.0138,0,"10.19","-0.84","2007",1.5,6.7,"Industrials"
"273","NTRS",0.0037,0,"10.45","-1.37","2007",1.5,6.7,"Finance"
"274","NOC",0.0037,0,"10.31","-2.11","2007",1.5,6.7,"Technology"
"275","NRG",-7e-04,0,"12.85","-1.88","2007",1.5,6.7,"Utilities"
"276","NUE",0.0201,0,"13.65","-0.08","2007",1.5,6.7,"Industrials"
"277","NVDA",-0.008,0,"16.84","-3.72","2007",1.5,6.7,"Technology"
"278","ORLY",0.0209,0,"9.85","1.22","2007",1.5,6.7,"Consumer Discretionary"
"279","OXY",0.0275,1,"10.94","0.41","2007",1.5,6.7,"Energy"
"280","OMC",0.01,0,"10.8","-1.48","2007",1.5,6.7,"Consumer Discretionary"
"281","OKE",0.004,0,"9.83","-1.62","2007",1.5,6.7,"Utilities"
"282","ORCL",0.0294,1,"8.84","0.7","2007",1.5,6.7,"Technology"
"283","PCAR",0.0211,0,"14.11","-0.98","2007",1.5,6.7,"Consumer Discretionary"
"284","PKG",0.0203,0,"14.8","-1.59","2007",1.5,6.7,"Basic Materials"
"285","PH",0.0111,0,"13.59","-2.13","2007",1.5,6.7,"Industrials"
"286","PDCO",0.004,0,"9.39","-1.39","2007",1.5,6.7,"Health Care"
"287","PAYX",8e-04,0,"7.83","-1.67","2007",1.5,6.7,"Consumer Discretionary"
"288","PNR",0.0162,0,"9.65","-0.75","2007",1.5,6.7,"Industrials"
"289","PEP",1e-04,0,"6.86","-1.26","2007",1.5,6.7,"Consumer Staples"
"290","PKI",0.0043,0,"10.77","-1.64","2007",1.5,6.7,"Health Care"
"291","PRGO",0.0278,1,"12.87","0.39","2007",1.5,6.7,"Health Care"
"292","PFE",5e-04,0,"8.06","-1.45","2007",1.5,6.7,"Health Care"
"293","PCG",-0.0015,0,"4.77","-0.55","2007",1.5,6.7,"Utilities"
"294","PM",0.0157,0,"8.15","-0.13","2007",1.5,6.7,"Consumer Discretionary"
"295","PNW",0.0024,0,"7.6","-1.05","2007",1.5,6.7,"Utilities"
"296","PXD",0.0432,1,"21.24","-0.46","2007",1.5,6.7,"Energy"
"297","PNC",0.0147,0,"16.16","-1.63","2007",1.5,6.7,"Finance"
"298","RL",0.0369,1,"14.9","-0.18","2007",1.5,6.7,"Consumer Discretionary"
"299","PPG",0.012,0,"9.73","-1.55","2007",1.5,6.7,"Consumer Discretionary"
"300","PPL",-0.0039,0,"7.06","-1.68","2007",1.5,6.7,"Utilities"
"301","PFG",0.0825,1,"36.17","-0.32","2007",1.5,6.7,"Finance"
"302","PG",-0.0028,0,"6.18","-1.4","2007",1.5,6.7,"Consumer Discretionary"
"303","PGR",0.0193,0,"10.22","-0.4","2007",1.5,6.7,"Finance"
"304","PLD",0.0189,0,"21.04","-3.44","2007",1.5,6.7,"Real Estate"
"305","PRU",0.0615,1,"26.42","-0.79","2007",1.5,6.7,"Finance"
"306","PEG",-1e-04,0,"8.74","-1.37","2007",1.5,6.7,"Utilities"
"307","PSA",0.0211,0,"11.22","0.05","2007",1.5,6.7,"Real Estate"
"308","PHM",0.024,0,"19.15","1.05","2007",1.5,6.7,"Consumer Discretionary"
"309","PVH",0.0394,1,"18.14","-0.5","2007",1.5,6.7,NA
"310","QCOM",0.0353,1,"10.55","1.41","2007",1.5,6.7,"Technology"
"311","PWR",0.0329,1,"14.41","0.15","2007",1.5,6.7,"Industrials"
"312","DGX",0.0191,0,"6.58","0.4","2007",1.5,6.7,"Health Care"
"313","RRC",0.0157,0,"12.25","0.96","2007",1.5,6.7,"Energy"
"314","RJF",0.0118,0,"17.91","-1.66","2007",1.5,6.7,"Finance"
"315","O",0.0173,0,"9.86","-0.34","2007",1.5,6.7,"Real Estate"
"316","REG",0.0278,1,"18.12","-1.27","2007",1.5,6.7,"Real Estate"
"317","REGN",0.0242,1,"17.52","0.09","2007",1.5,6.7,"Health Care"
"318","RF",-0.0508,0,"18.84","-6.57","2007",1.5,6.7,"Finance"
"319","RSG",0.0152,0,"11.01","-0.73","2007",1.5,6.7,"Utilities"
"320","RMD",0.0168,0,"10.97","0.05","2007",1.5,6.7,"Health Care"
"321","RHI",0.0308,1,"12.89","0.56","2007",1.5,6.7,"Consumer Discretionary"
"322","ROK",0.0204,0,"17.21","-2.09","2007",1.5,6.7,"Industrials"
"323","ROP",-0.0021,0,"6.72","-1.43","2007",1.5,6.7,"Industrials"
"324","ROST",0.0459,1,"9.67","2.62","2007",1.5,6.7,"Consumer Discretionary"
