"","FEDFUNDS","GDP","UNRATE","PAYEMS","ICSA","CPIAUCSL","USREC"
"2009-11-28",0.12,14651.248,9.9,130057,475000,217.234,0
"2009-12-01",0.12,14651.248,9.9,129788,475000,217.347,0
"2009-12-05",0.12,14651.248,9.9,129788,497000,217.347,0
"2009-12-12",0.12,14651.248,9.9,129788,498000,217.347,0
"2009-12-19",0.12,14651.248,9.9,129788,479000,217.347,0
"2009-12-26",0.12,14651.248,9.9,129788,468000,217.347,0
"2010-01-01",0.11,14764.611,9.8,129790,468000,217.488,0
"2010-01-02",0.11,14764.611,9.8,129790,456000,217.488,0
"2010-01-09",0.11,14764.611,9.8,129790,469000,217.488,0
"2010-01-16",0.11,14764.611,9.8,129790,507000,217.488,0
"2010-01-23",0.11,14764.611,9.8,129790,471000,217.488,0
"2010-01-30",0.11,14764.611,9.8,129790,496000,217.488,0
"2010-02-01",0.13,14764.611,9.8,129698,496000,217.281,0
"2010-02-06",0.13,14764.611,9.8,129698,466000,217.281,0
"2010-02-13",0.13,14764.611,9.8,129698,489000,217.281,0
"2010-02-20",0.13,14764.611,9.8,129698,5e+05,217.281,0
"2010-02-27",0.13,14764.611,9.8,129698,488000,217.281,0
"2010-03-01",0.16,14764.611,9.9,129879,488000,217.353,0
"2010-03-06",0.16,14764.611,9.9,129879,472000,217.353,0
"2010-03-13",0.16,14764.611,9.9,129879,478000,217.353,0
"2010-03-20",0.16,14764.611,9.9,129879,472000,217.353,0
"2010-03-27",0.16,14764.611,9.9,129879,459000,217.353,0
"2010-04-01",0.2,14980.193,9.9,130110,459000,217.403,0
"2010-04-03",0.2,14980.193,9.9,130110,479000,217.403,0
"2010-04-10",0.2,14980.193,9.9,130110,479000,217.403,0
"2010-04-17",0.2,14980.193,9.9,130110,469000,217.403,0
"2010-04-24",0.2,14980.193,9.9,130110,449000,217.403,0
"2010-05-01",0.2,14980.193,9.6,130650,451000,217.29,0
"2010-05-08",0.2,14980.193,9.6,130650,451000,217.29,0
"2010-05-15",0.2,14980.193,9.6,130650,474000,217.29,0
"2010-05-22",0.2,14980.193,9.6,130650,463000,217.29,0
"2010-05-29",0.2,14980.193,9.6,130650,458000,217.29,0
"2010-06-01",0.18,14980.193,9.4,130511,458000,217.199,0
"2010-06-05",0.18,14980.193,9.4,130511,459000,217.199,0
"2010-06-12",0.18,14980.193,9.4,130511,467000,217.199,0
"2010-06-19",0.18,14980.193,9.4,130511,452000,217.199,0
"2010-06-26",0.18,14980.193,9.4,130511,464000,217.199,0
"2010-07-01",0.18,15141.605,9.4,130427,464000,217.605,0
"2010-07-03",0.18,15141.605,9.4,130427,454000,217.605,0
"2010-07-10",0.18,15141.605,9.4,130427,439000,217.605,0
"2010-07-17",0.18,15141.605,9.4,130427,462000,217.605,0
"2010-07-24",0.18,15141.605,9.4,130427,465000,217.605,0
"2010-07-31",0.18,15141.605,9.4,130427,476000,217.605,0
"2010-08-01",0.19,15141.605,9.5,130422,476000,217.923,0
"2010-08-07",0.19,15141.605,9.5,130422,483000,217.923,0
"2010-08-14",0.19,15141.605,9.5,130422,486000,217.923,0
"2010-08-21",0.19,15141.605,9.5,130422,464000,217.923,0
"2010-08-28",0.19,15141.605,9.5,130422,467000,217.923,0
"2010-09-01",0.19,15141.605,9.5,130357,467000,218.275,0
"2010-09-04",0.19,15141.605,9.5,130357,452000,218.275,0
"2010-09-11",0.19,15141.605,9.5,130357,444000,218.275,0
"2010-09-18",0.19,15141.605,9.5,130357,459000,218.275,0
"2010-09-25",0.19,15141.605,9.5,130357,459000,218.275,0
"2010-10-01",0.19,15309.471,9.4,130625,459000,219.035,0
"2010-10-02",0.19,15309.471,9.4,130625,446000,219.035,0
"2010-10-09",0.19,15309.471,9.4,130625,459000,219.035,0
"2010-10-16",0.19,15309.471,9.4,130625,444000,219.035,0
"2010-10-23",0.19,15309.471,9.4,130625,432000,219.035,0
"2010-10-30",0.19,15309.471,9.4,130625,453000,219.035,0
"2010-11-01",0.19,15309.471,9.8,130750,453000,219.59,0
"2010-11-06",0.19,15309.471,9.8,130750,434000,219.59,0
"2010-11-13",0.19,15309.471,9.8,130750,432000,219.59,0
"2010-11-20",0.19,15309.471,9.8,130750,407000,219.59,0
"2010-11-27",0.19,15309.471,9.8,130750,432000,219.59,0
"2010-12-01",0.18,15309.471,9.3,130822,432000,220.472,0
"2010-12-04",0.18,15309.471,9.3,130822,428000,220.472,0
"2010-12-11",0.18,15309.471,9.3,130822,425000,220.472,0
"2010-12-18",0.18,15309.471,9.3,130822,424000,220.472,0
"2010-12-25",0.18,15309.471,9.3,130822,404000,220.472,0
"2011-01-01",0.17,15351.444,9.1,130841,413000,221.187,0
"2011-01-08",0.17,15351.444,9.1,130841,434000,221.187,0
"2011-01-15",0.17,15351.444,9.1,130841,421000,221.187,0
"2011-01-22",0.17,15351.444,9.1,130841,446000,221.187,0
"2011-01-29",0.17,15351.444,9.1,130841,420000,221.187,0
"2011-02-01",0.16,15351.444,9,131053,420000,221.898,0
"2011-02-05",0.16,15351.444,9,131053,402000,221.898,0
"2011-02-12",0.16,15351.444,9,131053,425000,221.898,0
"2011-02-19",0.16,15351.444,9,131053,394000,221.898,0
"2011-02-26",0.16,15351.444,9,131053,385000,221.898,0
"2011-03-01",0.14,15351.444,9,131288,385000,223.046,0
"2011-03-05",0.14,15351.444,9,131288,414000,223.046,0
"2011-03-12",0.14,15351.444,9,131288,404000,223.046,0
"2011-03-19",0.14,15351.444,9,131288,407000,223.046,0
"2011-03-26",0.14,15351.444,9,131288,399000,223.046,0
"2011-04-01",0.1,15557.535,9.1,131602,399000,224.093,0
"2011-04-02",0.1,15557.535,9.1,131602,395000,224.093,0
"2011-04-09",0.1,15557.535,9.1,131602,416000,224.093,0
"2011-04-16",0.1,15557.535,9.1,131602,402000,224.093,0
"2011-04-23",0.1,15557.535,9.1,131602,422000,224.093,0
"2011-04-30",0.1,15557.535,9.1,131602,468000,224.093,0
"2011-05-01",0.09,15557.535,9,131703,468000,224.806,0
"2011-05-07",0.09,15557.535,9,131703,435000,224.806,0
"2011-05-14",0.09,15557.535,9,131703,414000,224.806,0
"2011-05-21",0.09,15557.535,9,131703,423000,224.806,0
"2011-05-28",0.09,15557.535,9,131703,418000,224.806,0
"2011-06-01",0.09,15557.535,9.1,131939,418000,224.806,0
"2011-06-04",0.09,15557.535,9.1,131939,423000,224.806,0
"2011-06-11",0.09,15557.535,9.1,131939,413000,224.806,0
"2011-06-18",0.09,15557.535,9.1,131939,416000,224.806,0
"2011-06-25",0.09,15557.535,9.1,131939,421000,224.806,0
"2011-07-01",0.07,15647.681,9,131999,421000,225.395,0
"2011-07-02",0.07,15647.681,9,131999,418000,225.395,0
"2011-07-09",0.07,15647.681,9,131999,408000,225.395,0
"2011-07-16",0.07,15647.681,9,131999,420000,225.395,0
"2011-07-23",0.07,15647.681,9,131999,411000,225.395,0
"2011-07-30",0.07,15647.681,9,131999,406000,225.395,0
"2011-08-01",0.1,15647.681,9,132125,406000,226.106,0
"2011-08-06",0.1,15647.681,9,132125,405000,226.106,0
"2011-08-13",0.1,15647.681,9,132125,409000,226.106,0
"2011-08-20",0.1,15647.681,9,132125,415000,226.106,0
"2011-08-27",0.1,15647.681,9,132125,409000,226.106,0
"2011-09-01",0.08,15647.681,9,132358,409000,226.597,0
"2011-09-03",0.08,15647.681,9,132358,414000,226.597,0
"2011-09-10",0.08,15647.681,9,132358,429000,226.597,0
"2011-09-17",0.08,15647.681,9,132358,422000,226.597,0
"2011-09-24",0.08,15647.681,9,132358,406000,226.597,0
"2011-10-01",0.07,15842.267,8.8,132562,405000,226.75,0
"2011-10-08",0.07,15842.267,8.8,132562,410000,226.75,0
"2011-10-15",0.07,15842.267,8.8,132562,395000,226.75,0
"2011-10-22",0.07,15842.267,8.8,132562,403000,226.75,0
"2011-10-29",0.07,15842.267,8.8,132562,399000,226.75,0
"2011-11-01",0.08,15842.267,8.6,132694,399000,227.169,0
"2011-11-05",0.08,15842.267,8.6,132694,392000,227.169,0
"2011-11-12",0.08,15842.267,8.6,132694,383000,227.169,0
"2011-11-19",0.08,15842.267,8.6,132694,385000,227.169,0
"2011-11-26",0.08,15842.267,8.6,132694,397000,227.169,0
"2011-12-01",0.07,15842.267,8.5,132896,397000,227.223,0
"2011-12-03",0.07,15842.267,8.5,132896,387000,227.223,0
"2011-12-10",0.07,15842.267,8.5,132896,368000,227.223,0
"2011-12-17",0.07,15842.267,8.5,132896,368000,227.223,0
"2011-12-24",0.07,15842.267,8.5,132896,386000,227.223,0
"2011-12-31",0.07,15842.267,8.5,132896,376000,227.223,0
"2012-01-01",0.08,16068.824,8.3,133250,376000,227.842,0
"2012-01-07",0.08,16068.824,8.3,133250,391000,227.842,0
"2012-01-14",0.08,16068.824,8.3,133250,367000,227.842,0
"2012-01-21",0.08,16068.824,8.3,133250,381000,227.842,0
"2012-01-28",0.08,16068.824,8.3,133250,372000,227.842,0
"2012-02-01",0.1,16068.824,8.3,133512,372000,228.329,0
"2012-02-04",0.1,16068.824,8.3,133512,368000,228.329,0
"2012-02-11",0.1,16068.824,8.3,133512,361000,228.329,0
"2012-02-18",0.1,16068.824,8.3,133512,359000,228.329,0
"2012-02-25",0.1,16068.824,8.3,133512,365000,228.329,0
"2012-03-01",0.13,16068.824,8.2,133752,365000,228.807,0
"2012-03-03",0.13,16068.824,8.2,133752,375000,228.807,0
"2012-03-10",0.13,16068.824,8.2,133752,369000,228.807,0
"2012-03-17",0.13,16068.824,8.2,133752,368000,228.807,0
"2012-03-24",0.13,16068.824,8.2,133752,363000,228.807,0
"2012-03-31",0.13,16068.824,8.2,133752,358000,228.807,0
"2012-04-01",0.14,16207.13,8.2,133834,358000,229.187,0
"2012-04-07",0.14,16207.13,8.2,133834,387000,229.187,0
"2012-04-14",0.14,16207.13,8.2,133834,381000,229.187,0
"2012-04-21",0.14,16207.13,8.2,133834,387000,229.187,0
"2012-04-28",0.14,16207.13,8.2,133834,372000,229.187,0
"2012-05-01",0.16,16207.13,8.2,133934,372000,228.713,0
"2012-05-05",0.16,16207.13,8.2,133934,373000,228.713,0
"2012-05-12",0.16,16207.13,8.2,133934,369000,228.713,0
"2012-05-19",0.16,16207.13,8.2,133934,371000,228.713,0
"2012-05-26",0.16,16207.13,8.2,133934,381000,228.713,0
"2012-06-01",0.16,16207.13,8.2,134007,381000,228.524,0
"2012-06-02",0.16,16207.13,8.2,134007,377000,228.524,0
"2012-06-09",0.16,16207.13,8.2,134007,383000,228.524,0
"2012-06-16",0.16,16207.13,8.2,134007,384000,228.524,0
"2012-06-23",0.16,16207.13,8.2,134007,380000,228.524,0
"2012-06-30",0.16,16207.13,8.2,134007,372000,228.524,0
"2012-07-01",0.16,16319.54,8.2,134159,372000,228.59,0
"2012-07-07",0.16,16319.54,8.2,134159,360000,228.59,0
"2012-07-14",0.16,16319.54,8.2,134159,390000,228.59,0
"2012-07-21",0.16,16319.54,8.2,134159,368000,228.59,0
"2012-07-28",0.16,16319.54,8.2,134159,372000,228.59,0
"2012-08-01",0.13,16319.54,8.1,134331,372000,229.918,0
"2012-08-04",0.13,16319.54,8.1,134331,371000,229.918,0
"2012-08-11",0.13,16319.54,8.1,134331,369000,229.918,0
"2012-08-18",0.13,16319.54,8.1,134331,376000,229.918,0
"2012-08-25",0.13,16319.54,8.1,134331,377000,229.918,0
"2012-09-01",0.14,16319.54,7.8,134518,371000,231.015,0
"2012-09-08",0.14,16319.54,7.8,134518,393000,231.015,0
"2012-09-15",0.14,16319.54,7.8,134518,392000,231.015,0
"2012-09-22",0.14,16319.54,7.8,134518,377000,231.015,0
"2012-09-29",0.14,16319.54,7.8,134518,376000,231.015,0
"2012-10-01",0.16,16420.386,7.8,134677,376000,231.638,0
"2012-10-06",0.16,16420.386,7.8,134677,350000,231.638,0
"2012-10-13",0.16,16420.386,7.8,134677,386000,231.638,0
"2012-10-20",0.16,16420.386,7.8,134677,374000,231.638,0
"2012-10-27",0.16,16420.386,7.8,134677,364000,231.638,0
"2012-11-01",0.16,16420.386,7.7,134833,364000,231.249,0
"2012-11-03",0.16,16420.386,7.7,134833,365000,231.249,0
"2012-11-10",0.16,16420.386,7.7,134833,446000,231.249,0
"2012-11-17",0.16,16420.386,7.7,134833,406000,231.249,0
"2012-11-24",0.16,16420.386,7.7,134833,388000,231.249,0
"2012-12-01",0.16,16420.386,7.9,135072,375000,231.221,0
"2012-12-08",0.16,16420.386,7.9,135072,340000,231.221,0
"2012-12-15",0.16,16420.386,7.9,135072,356000,231.221,0
"2012-12-22",0.16,16420.386,7.9,135072,362000,231.221,0
"2012-12-29",0.16,16420.386,7.9,135072,362000,231.221,0
"2013-01-01",0.14,16629.05,8,135263,362000,231.679,0
"2013-01-05",0.14,16629.05,8,135263,363000,231.679,0
"2013-01-12",0.14,16629.05,8,135263,344000,231.679,0
"2013-01-19",0.14,16629.05,8,135263,339000,231.679,0
"2013-01-26",0.14,16629.05,8,135263,366000,231.679,0
"2013-02-01",0.15,16629.05,7.7,135541,366000,232.937,0
"2013-02-02",0.15,16629.05,7.7,135541,361000,232.937,0
"2013-02-09",0.15,16629.05,7.7,135541,347000,232.937,0
"2013-02-16",0.15,16629.05,7.7,135541,362000,232.937,0
"2013-02-23",0.15,16629.05,7.7,135541,342000,232.937,0
"2013-03-01",0.14,16629.05,7.5,135680,342000,232.282,0
"2013-03-02",0.14,16629.05,7.5,135680,340000,232.282,0
"2013-03-09",0.14,16629.05,7.5,135680,343000,232.282,0
"2013-03-16",0.14,16629.05,7.5,135680,343000,232.282,0
"2013-03-23",0.14,16629.05,7.5,135680,358000,232.282,0
"2013-03-30",0.14,16629.05,7.5,135680,375000,232.282,0
"2013-04-01",0.15,16699.551,7.6,135871,375000,231.797,0
"2013-04-06",0.15,16699.551,7.6,135871,359000,231.797,0
"2013-04-13",0.15,16699.551,7.6,135871,356000,231.797,0
"2013-04-20",0.15,16699.551,7.6,135871,343000,231.797,0
"2013-04-27",0.15,16699.551,7.6,135871,331000,231.797,0
"2013-05-01",0.11,16699.551,7.5,136093,331000,231.893,0
"2013-05-04",0.11,16699.551,7.5,136093,335000,231.893,0
"2013-05-11",0.11,16699.551,7.5,136093,360000,231.893,0
"2013-05-18",0.11,16699.551,7.5,136093,343000,231.893,0
"2013-05-25",0.11,16699.551,7.5,136093,353000,231.893,0
"2013-06-01",0.09,16699.551,7.5,136274,346000,232.445,0
"2013-06-08",0.09,16699.551,7.5,136274,337000,232.445,0
"2013-06-15",0.09,16699.551,7.5,136274,353000,232.445,0
"2013-06-22",0.09,16699.551,7.5,136274,347000,232.445,0
"2013-06-29",0.09,16699.551,7.5,136274,340000,232.445,0
"2013-07-01",0.09,16911.068,7.3,136386,340000,232.9,0
"2013-07-06",0.09,16911.068,7.3,136386,351000,232.9,0
"2013-07-13",0.09,16911.068,7.3,136386,344000,232.9,0
"2013-07-20",0.09,16911.068,7.3,136386,355000,232.9,0
"2013-07-27",0.09,16911.068,7.3,136386,334000,232.9,0
"2013-08-01",0.08,16911.068,7.2,136628,334000,233.456,0
"2013-08-03",0.08,16911.068,7.2,136628,339000,233.456,0
"2013-08-10",0.08,16911.068,7.2,136628,327000,233.456,0
"2013-08-17",0.08,16911.068,7.2,136628,340000,233.456,0
"2013-08-24",0.08,16911.068,7.2,136628,336000,233.456,0
"2013-08-31",0.08,16911.068,7.2,136628,325000,233.456,0
"2013-09-01",0.08,16911.068,7.2,136815,325000,233.544,0
"2013-09-07",0.08,16911.068,7.2,136815,3e+05,233.544,0
"2013-09-14",0.08,16911.068,7.2,136815,323000,233.544,0
"2013-09-21",0.08,16911.068,7.2,136815,314000,233.544,0
"2013-09-28",0.08,16911.068,7.2,136815,319000,233.544,0
"2013-10-01",0.09,17133.114,7.2,137040,319000,233.669,0
"2013-10-05",0.09,17133.114,7.2,137040,368000,233.669,0
"2013-10-12",0.09,17133.114,7.2,137040,368000,233.669,0
"2013-10-19",0.09,17133.114,7.2,137040,351000,233.669,0
"2013-10-26",0.09,17133.114,7.2,137040,347000,233.669,0
"2013-11-01",0.08,17133.114,6.9,137304,347000,234.1,0
"2013-11-02",0.08,17133.114,6.9,137304,342000,234.1,0
"2013-11-09",0.08,17133.114,6.9,137304,340000,234.1,0
"2013-11-16",0.08,17133.114,6.9,137304,331000,234.1,0
"2013-11-23",0.08,17133.114,6.9,137304,316000,234.1,0
"2013-11-30",0.08,17133.114,6.9,137304,312000,234.1,0
"2013-12-01",0.09,17133.114,6.7,137373,312000,234.719,0
"2013-12-07",0.09,17133.114,6.7,137373,354000,234.719,0
"2013-12-14",0.09,17133.114,6.7,137373,364000,234.719,0
"2013-12-21",0.09,17133.114,6.7,137373,334000,234.719,0
"2013-12-28",0.09,17133.114,6.7,137373,332000,234.719,0
"2014-01-01",0.07,17144.281,6.6,137548,332000,235.288,0
"2014-01-04",0.07,17144.281,6.6,137548,322000,235.288,0
"2014-01-11",0.07,17144.281,6.6,137548,318000,235.288,0
"2014-01-18",0.07,17144.281,6.6,137548,327000,235.288,0
"2014-01-25",0.07,17144.281,6.6,137548,340000,235.288,0
"2014-02-01",0.07,17144.281,6.7,137714,331000,235.547,0
"2014-02-08",0.07,17144.281,6.7,137714,337000,235.547,0
"2014-02-15",0.07,17144.281,6.7,137714,332000,235.547,0
"2014-02-22",0.07,17144.281,6.7,137714,341000,235.547,0
"2014-03-01",0.08,17144.281,6.7,137968,319000,236.028,0
"2014-03-08",0.08,17144.281,6.7,137968,322000,236.028,0
"2014-03-15",0.08,17144.281,6.7,137968,321000,236.028,0
"2014-03-22",0.08,17144.281,6.7,137968,313000,236.028,0
"2014-03-29",0.08,17144.281,6.7,137968,330000,236.028,0
"2014-04-01",0.09,17462.703,6.2,138293,330000,236.468,0
"2014-04-05",0.09,17462.703,6.2,138293,311000,236.468,0
"2014-04-12",0.09,17462.703,6.2,138293,308000,236.468,0
"2014-04-19",0.09,17462.703,6.2,138293,327000,236.468,0
"2014-04-26",0.09,17462.703,6.2,138293,345000,236.468,0
"2014-05-01",0.09,17462.703,6.3,138511,345000,236.918,0
"2014-05-03",0.09,17462.703,6.3,138511,325000,236.918,0
"2014-05-10",0.09,17462.703,6.3,138511,303000,236.918,0
"2014-05-17",0.09,17462.703,6.3,138511,324000,236.918,0
"2014-05-24",0.09,17462.703,6.3,138511,305000,236.918,0
"2014-05-31",0.09,17462.703,6.3,138511,312000,236.918,0
"2014-06-01",0.1,17462.703,6.1,138837,312000,237.231,0
"2014-06-07",0.1,17462.703,6.1,138837,317000,237.231,0
"2014-06-14",0.1,17462.703,6.1,138837,314000,237.231,0
"2014-06-21",0.1,17462.703,6.1,138837,315000,237.231,0
"2014-06-28",0.1,17462.703,6.1,138837,308000,237.231,0
"2014-07-01",0.09,17743.227,6.2,139069,308000,237.498,0
"2014-07-05",0.09,17743.227,6.2,139069,302000,237.498,0
"2014-07-12",0.09,17743.227,6.2,139069,308000,237.498,0
"2014-07-19",0.09,17743.227,6.2,139069,294000,237.498,0
"2014-07-26",0.09,17743.227,6.2,139069,303000,237.498,0
"2014-08-01",0.09,17743.227,6.1,139257,303000,237.46,0
"2014-08-02",0.09,17743.227,6.1,139257,295000,237.46,0
"2014-08-09",0.09,17743.227,6.1,139257,309000,237.46,0
"2014-08-16",0.09,17743.227,6.1,139257,303000,237.46,0
"2014-08-23",0.09,17743.227,6.1,139257,3e+05,237.46,0
"2014-08-30",0.09,17743.227,6.1,139257,303000,237.46,0
"2014-09-01",0.09,17743.227,5.9,139566,303000,237.477,0
"2014-09-06",0.09,17743.227,5.9,139566,307000,237.477,0
"2014-09-13",0.09,17743.227,5.9,139566,288000,237.477,0
"2014-09-20",0.09,17743.227,5.9,139566,295000,237.477,0
"2014-09-27",0.09,17743.227,5.9,139566,290000,237.477,0
"2014-10-01",0.09,17852.54,5.7,139818,290000,237.43,0
"2014-10-04",0.09,17852.54,5.7,139818,293000,237.43,0
"2014-10-11",0.09,17852.54,5.7,139818,281000,237.43,0
"2014-10-18",0.09,17852.54,5.7,139818,290000,237.43,0
"2014-10-25",0.09,17852.54,5.7,139818,291000,237.43,0
"2014-11-01",0.09,17852.54,5.8,140109,280000,236.983,0
"2014-11-08",0.09,17852.54,5.8,140109,291000,236.983,0
"2014-11-15",0.09,17852.54,5.8,140109,293000,236.983,0
"2014-11-22",0.09,17852.54,5.8,140109,303000,236.983,0
"2014-11-29",0.09,17852.54,5.8,140109,291000,236.983,0
"2014-12-01",0.12,17852.54,5.6,140377,291000,236.252,0
"2014-12-06",0.12,17852.54,5.6,140377,291000,236.252,0
"2014-12-13",0.12,17852.54,5.6,140377,286000,236.252,0
"2014-12-20",0.12,17852.54,5.6,140377,276000,236.252,0
"2014-12-27",0.12,17852.54,5.6,140377,285000,236.252,0
"2015-01-01",0.11,17991.348,5.7,140568,285000,234.747,0
"2015-01-03",0.11,17991.348,5.7,140568,294000,234.747,0
"2015-01-10",0.11,17991.348,5.7,140568,304000,234.747,0
"2015-01-17",0.11,17991.348,5.7,140568,298000,234.747,0
"2015-01-24",0.11,17991.348,5.7,140568,261000,234.747,0
"2015-01-31",0.11,17991.348,5.7,140568,281000,234.747,0
"2015-02-01",0.11,17991.348,5.5,140839,281000,235.342,0
"2015-02-07",0.11,17991.348,5.5,140839,298000,235.342,0
"2015-02-14",0.11,17991.348,5.5,140839,285000,235.342,0
"2015-02-21",0.11,17991.348,5.5,140839,305000,235.342,0
"2015-02-28",0.11,17991.348,5.5,140839,317000,235.342,0
"2015-03-01",0.11,17991.348,5.4,140910,317000,235.976,0
"2015-03-07",0.11,17991.348,5.4,140910,293000,235.976,0
"2015-03-14",0.11,17991.348,5.4,140910,290000,235.976,0
"2015-03-21",0.11,17991.348,5.4,140910,284000,235.976,0
"2015-03-28",0.11,17991.348,5.4,140910,269000,235.976,0
"2015-04-01",0.12,18193.707,5.4,141194,269000,236.222,0
"2015-04-04",0.12,18193.707,5.4,141194,282000,236.222,0
"2015-04-11",0.12,18193.707,5.4,141194,298000,236.222,0
"2015-04-18",0.12,18193.707,5.4,141194,295000,236.222,0
"2015-04-25",0.12,18193.707,5.4,141194,269000,236.222,0
"2015-05-01",0.12,18193.707,5.6,141525,269000,237.001,0
"2015-05-02",0.12,18193.707,5.6,141525,267000,237.001,0
"2015-05-09",0.12,18193.707,5.6,141525,271000,237.001,0
"2015-05-16",0.12,18193.707,5.6,141525,276000,237.001,0
"2015-05-23",0.12,18193.707,5.6,141525,281000,237.001,0
"2015-05-30",0.12,18193.707,5.6,141525,275000,237.001,0
"2015-06-01",0.13,18193.707,5.3,141699,275000,237.657,0
"2015-06-06",0.13,18193.707,5.3,141699,278000,237.657,0
"2015-06-13",0.13,18193.707,5.3,141699,269000,237.657,0
"2015-06-20",0.13,18193.707,5.3,141699,273000,237.657,0
"2015-06-27",0.13,18193.707,5.3,141699,275000,237.657,0
"2015-07-01",0.13,18306.96,5.2,142001,275000,238.034,0
"2015-07-04",0.13,18306.96,5.2,142001,292000,238.034,0
"2015-07-11",0.13,18306.96,5.2,142001,285000,238.034,0
"2015-07-18",0.13,18306.96,5.2,142001,265000,238.034,0
"2015-07-25",0.13,18306.96,5.2,142001,269000,238.034,0
"2015-08-01",0.14,18306.96,5.1,142126,270000,238.033,0
"2015-08-08",0.14,18306.96,5.1,142126,274000,238.033,0
"2015-08-15",0.14,18306.96,5.1,142126,279000,238.033,0
"2015-08-22",0.14,18306.96,5.1,142126,274000,238.033,0
"2015-08-29",0.14,18306.96,5.1,142126,279000,238.033,0
"2015-09-01",0.14,18306.96,5,142281,279000,237.498,0
"2015-09-05",0.14,18306.96,5,142281,273000,237.498,0
"2015-09-12",0.14,18306.96,5,142281,264000,237.498,0
"2015-09-19",0.14,18306.96,5,142281,269000,237.498,0
"2015-09-26",0.14,18306.96,5,142281,272000,237.498,0
"2015-10-01",0.12,18332.079,5,142587,272000,237.733,0
"2015-10-03",0.12,18332.079,5,142587,267000,237.733,0
"2015-10-10",0.12,18332.079,5,142587,265000,237.733,0
"2015-10-17",0.12,18332.079,5,142587,264000,237.733,0
"2015-10-24",0.12,18332.079,5,142587,264000,237.733,0
"2015-10-31",0.12,18332.079,5,142587,275000,237.733,0
"2015-11-01",0.12,18332.079,5.1,142824,275000,238.017,0
"2015-11-07",0.12,18332.079,5.1,142824,276000,238.017,0
"2015-11-14",0.12,18332.079,5.1,142824,272000,238.017,0
"2015-11-21",0.12,18332.079,5.1,142824,261000,238.017,0
"2015-11-28",0.12,18332.079,5.1,142824,265000,238.017,0
"2015-12-01",0.24,18332.079,5,143097,265000,237.761,0
"2015-12-05",0.24,18332.079,5,143097,280000,237.761,0
"2015-12-12",0.24,18332.079,5,143097,268000,237.761,0
"2015-12-19",0.24,18332.079,5,143097,260000,237.761,0
"2015-12-26",0.24,18332.079,5,143097,276000,237.761,0
"2016-01-01",0.34,18425.306,4.8,143205,276000,237.652,0
"2016-01-02",0.34,18425.306,4.8,143205,273000,237.652,0
"2016-01-09",0.34,18425.306,4.8,143205,284000,237.652,0
"2016-01-16",0.34,18425.306,4.8,143205,290000,237.652,0
"2016-01-23",0.34,18425.306,4.8,143205,269000,237.652,0
"2016-01-30",0.34,18425.306,4.8,143205,282000,237.652,0
"2016-02-01",0.38,18425.306,4.9,143417,282000,237.336,0
"2016-02-06",0.38,18425.306,4.9,143417,266000,237.336,0
"2016-02-13",0.38,18425.306,4.9,143417,262000,237.336,0
"2016-02-20",0.38,18425.306,4.9,143417,270000,237.336,0
"2016-02-27",0.38,18425.306,4.9,143417,269000,237.336,0
"2016-03-01",0.36,18425.306,5,143654,269000,238.08,0
"2016-03-05",0.36,18425.306,5,143654,255000,238.08,0
"2016-03-12",0.36,18425.306,5,143654,263000,238.08,0
"2016-03-19",0.36,18425.306,5,143654,264000,238.08,0
"2016-03-26",0.36,18425.306,5,143654,271000,238.08,0
"2016-04-01",0.37,18611.617,5.1,143851,271000,238.992,0
"2016-04-02",0.37,18611.617,5.1,143851,273000,238.992,0
"2016-04-09",0.37,18611.617,5.1,143851,263000,238.992,0
"2016-04-16",0.37,18611.617,5.1,143851,257000,238.992,0
"2016-04-23",0.37,18611.617,5.1,143851,259000,238.992,0
"2016-04-30",0.37,18611.617,5.1,143851,278000,238.992,0
"2016-05-01",0.37,18611.617,4.8,143892,278000,239.557,0
"2016-05-07",0.37,18611.617,4.8,143892,289000,239.557,0
"2016-05-14",0.37,18611.617,4.8,143892,279000,239.557,0
"2016-05-21",0.37,18611.617,4.8,143892,267000,239.557,0
"2016-05-28",0.37,18611.617,4.8,143892,263000,239.557,0
"2016-06-01",0.38,18611.617,4.9,144150,263000,240.222,0
"2016-06-04",0.38,18611.617,4.9,144150,265000,240.222,0
"2016-06-11",0.38,18611.617,4.9,144150,273000,240.222,0
"2016-06-18",0.38,18611.617,4.9,144150,261000,240.222,0
"2016-06-25",0.38,18611.617,4.9,144150,262000,240.222,0
"2016-07-01",0.39,18775.459,4.8,144521,262000,240.101,0
"2016-07-02",0.39,18775.459,4.8,144521,255000,240.101,0
"2016-07-09",0.39,18775.459,4.8,144521,252000,240.101,0
"2016-07-16",0.39,18775.459,4.8,144521,260000,240.101,0
"2016-07-23",0.39,18775.459,4.8,144521,264000,240.101,0
"2016-07-30",0.39,18775.459,4.8,144521,266000,240.101,0
"2016-08-01",0.4,18775.459,4.9,144664,266000,240.545,0
"2016-08-06",0.4,18775.459,4.9,144664,265000,240.545,0
"2016-08-13",0.4,18775.459,4.9,144664,264000,240.545,0
"2016-08-20",0.4,18775.459,4.9,144664,264000,240.545,0
"2016-08-27",0.4,18775.459,4.9,144664,261000,240.545,0
"2016-09-01",0.4,18775.459,5,144953,261000,241.176,0
"2016-09-03",0.4,18775.459,5,144953,257000,241.176,0
